Age,Agency_Code,Type,Claimed,Commision,Channel,Duration,Sales,Product Name,Destination
61,CWT,Travel Agency,No,10.5,Offline,55,30,Customised Plan,ASIA
29,EPX,Travel Agency,No,0,Online,29,10,Cancellation Plan,ASIA
62,JZI,Airlines,No,9.1,Online,10,26,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,75,44,Cancellation Plan,ASIA
45,JZI,Airlines,Yes,15.75,Online,9,45,Bronze Plan,Americas
41,C2B,Airlines,Yes,54,Online,378,216,Silver Plan,ASIA
36,C2B,Airlines,Yes,6.38,Online,54,25.5,Bronze Plan,ASIA
25,JZI,Airlines,No,6.3,Online,-1,18,Bronze Plan,ASIA
32,JZI,Airlines,No,10.5,Online,65,30,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,13,20,Customised Plan,ASIA
48,C2B,Airlines,No,1.22,Online,172,4.36,Customised Plan,ASIA
51,C2B,Airlines,No,4.63,Online,5,18.5,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,18,56,Cancellation Plan,ASIA
49,C2B,Airlines,No,5.63,Online,5,22.5,Silver Plan,ASIA
30,C2B,Airlines,No,4,Online,5,16,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,2,20,Customised Plan,ASIA
65,CWT,Travel Agency,Yes,23.73,Online,12,36.5,Gold Plan,ASIA
33,EPX,Travel Agency,No,0,Online,42,20,Customised Plan,ASIA
53,CWT,Travel Agency,No,10.5,Offline,47,30,Customised Plan,ASIA
27,C2B,Airlines,Yes,15.88,Online,40,63.5,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,23,24,Customised Plan,ASIA
28,EPX,Travel Agency,Yes,0,Online,20,40,Customised Plan,ASIA
37,C2B,Airlines,Yes,40.25,Online,365,161,Silver Plan,ASIA
24,C2B,Airlines,Yes,54,Online,368,216,Silver Plan,ASIA
24,CWT,Travel Agency,No,124.74,Online,80,0,Customised Plan,Americas
36,JZI,Airlines,No,25.55,Online,16,73,Bronze Plan,Americas
36,EPX,Travel Agency,No,0,Online,5,21,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,99,32,Customised Plan,Americas
25,CWT,Travel Agency,Yes,9.57,Offline,4,29,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,39,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,15,13,Cancellation Plan,ASIA
43,EPX,Travel Agency,No,0,Online,15,56,Customised Plan,EUROPE
36,EPX,Travel Agency,Yes,0,Online,37,112,Customised Plan,EUROPE
30,EPX,Travel Agency,No,0,Online,37,15,Cancellation Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,40,26,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,13,37,Customised Plan,ASIA
53,EPX,Travel Agency,No,0,Online,2,10,Cancellation Plan,ASIA
31,C2B,Airlines,Yes,15.88,Online,43,63.5,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,15,41,Customised Plan,ASIA
41,CWT,Travel Agency,No,35.64,Online,34,183,Customised Plan,Americas
36,C2B,Airlines,No,28.25,Online,18,113,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,49,34,Customised Plan,ASIA
47,CWT,Travel Agency,Yes,29.7,Online,21,49.5,Customised Plan,Americas
39,C2B,Airlines,Yes,6.3,Online,3,25.2,Bronze Plan,ASIA
26,C2B,Airlines,Yes,64.8,Online,365,259.2,Silver Plan,ASIA
52,EPX,Travel Agency,No,0,Online,13,10,Cancellation Plan,ASIA
34,C2B,Airlines,No,4,Online,11,16,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,32,40,Cancellation Plan,Americas
35,CWT,Travel Agency,Yes,23.76,Online,12,188,Customised Plan,ASIA
46,CWT,Travel Agency,No,41.58,Online,391,69.3,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,118,187,Customised Plan,EUROPE
32,C2B,Airlines,No,4,Online,5,16,Bronze Plan,ASIA
56,C2B,Airlines,No,14.38,Online,9,57.5,Gold Plan,ASIA
36,EPX,Travel Agency,No,0,Online,11,20,Customised Plan,ASIA
31,CWT,Travel Agency,No,11.88,Online,23,19.8,Customised Plan,EUROPE
22,C2B,Airlines,Yes,63.21,Online,366,252.85,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,6,91,Customised Plan,ASIA
8,CWT,Travel Agency,No,9.57,Offline,50,29,Customised Plan,ASIA
48,C2B,Airlines,No,16.27,Online,187,46.49,Customised Plan,ASIA
47,JZI,Airlines,No,6.3,Online,4,18,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,68,20,Customised Plan,ASIA
57,C2B,Airlines,Yes,64.8,Online,396,259.2,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,12,32,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,63,35,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,81,40,Cancellation Plan,ASIA
20,EPX,Travel Agency,No,0,Online,25,21,Cancellation Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,33,21,Customised Plan,ASIA
48,C2B,Airlines,No,0.23,Online,31,0.83,Customised Plan,ASIA
50,C2B,Airlines,Yes,12.5,Online,10,50,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,28,23,Customised Plan,ASIA
50,EPX,Travel Agency,No,0,Online,386,21,Customised Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,14,100,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,9,27,Customised Plan,ASIA
24,C2B,Airlines,No,12.4,Online,34,31,Bronze Plan,ASIA
37,EPX,Travel Agency,No,0,Online,2,10,Cancellation Plan,ASIA
31,CWT,Travel Agency,No,29.7,Online,7,49.5,Customised Plan,EUROPE
24,CWT,Travel Agency,Yes,17.82,Online,58,29.7,Customised Plan,EUROPE
31,C2B,Airlines,Yes,4,Online,6,16,Bronze Plan,ASIA
53,C2B,Airlines,No,9.2,Online,115,23,Bronze Plan,ASIA
61,C2B,Airlines,No,64.8,Online,44,259.2,Silver Plan,ASIA
25,JZI,Airlines,No,63.35,Online,58,181,Bronze Plan,EUROPE
57,CWT,Travel Agency,Yes,17.82,Online,8,29.7,Customised Plan,Americas
28,EPX,Travel Agency,No,0,Online,366,34,Customised Plan,ASIA
50,CWT,Travel Agency,No,29.7,Online,19,49.5,Customised Plan,Americas
67,C2B,Airlines,No,9.75,Online,28,39,Bronze Plan,ASIA
28,EPX,Travel Agency,No,0,Online,90,36,Cancellation Plan,ASIA
39,JZI,Airlines,No,7.7,Online,11,22,Bronze Plan,ASIA
61,EPX,Travel Agency,No,0,Online,14,20,Customised Plan,Americas
58,EPX,Travel Agency,Yes,0,Online,43,112,Customised Plan,Americas
26,CWT,Travel Agency,No,29.7,Online,7,49.5,Customised Plan,ASIA
54,EPX,Travel Agency,No,0,Online,1,10,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,10,26,Cancellation Plan,ASIA
21,EPX,Travel Agency,Yes,0,Online,70,51,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,40,37,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,53,86,Customised Plan,EUROPE
39,C2B,Airlines,No,6.75,Online,9,27,Bronze Plan,ASIA
28,C2B,Airlines,Yes,9.25,Online,8,37,Silver Plan,ASIA
44,C2B,Airlines,Yes,11.88,Online,8,47.5,Silver Plan,ASIA
34,C2B,Airlines,Yes,54,Online,382,216,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,13,22,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,3,45,Customised Plan,ASIA
36,C2B,Airlines,No,4,Online,19,16,Bronze Plan,ASIA
34,CWT,Travel Agency,No,166.53,Online,364,256.2,Gold Plan,Americas
67,JZI,Airlines,Yes,6.3,Online,44,18,Bronze Plan,ASIA
32,EPX,Travel Agency,No,0,Online,50,22,Cancellation Plan,ASIA
62,C2B,Airlines,No,10.13,Online,17,40.5,Silver Plan,ASIA
29,CWT,Travel Agency,No,17.82,Online,39,0,Customised Plan,EUROPE
41,CWT,Travel Agency,No,89.1,Online,61,148.5,Customised Plan,EUROPE
46,C2B,Airlines,Yes,63.21,Online,375,252.85,Silver Plan,ASIA
26,JZI,Airlines,No,12.25,Online,103,35,Bronze Plan,ASIA
35,EPX,Travel Agency,No,0,Online,3,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,27,48,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,60,13,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,107,94,Customised Plan,ASIA
35,CWT,Travel Agency,Yes,59.4,Online,10,99,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,19,25,Cancellation Plan,ASIA
48,CWT,Travel Agency,No,41.58,Online,23,69.3,Customised Plan,EUROPE
31,CWT,Travel Agency,Yes,29.7,Online,10,49.5,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,8,49,Customised Plan,ASIA
50,C2B,Airlines,Yes,21.5,Online,27,86,Bronze Plan,ASIA
30,C2B,Airlines,Yes,9.75,Online,9,39,Silver Plan,ASIA
30,C2B,Airlines,Yes,40.25,Online,365,161,Silver Plan,ASIA
24,C2B,Airlines,Yes,4.25,Online,9,17,Bronze Plan,ASIA
44,C2B,Airlines,No,4.39,Online,10,198,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,8,20,Customised Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,388,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,25,28,Customised Plan,ASIA
47,CWT,Travel Agency,No,53.46,Online,23,89.1,Customised Plan,ASIA
35,C2B,Airlines,Yes,4.25,Online,19,17,Bronze Plan,ASIA
37,JZI,Airlines,No,10.5,Online,11,30,Bronze Plan,ASIA
24,EPX,Travel Agency,No,0,Online,43,40,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,49,11,Cancellation Plan,ASIA
26,C2B,Airlines,Yes,3.38,Online,6,13.5,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,2,21,Cancellation Plan,ASIA
61,C2B,Airlines,Yes,22.13,Online,74,88.5,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,22,20,Customised Plan,ASIA
30,EPX,Travel Agency,No,0,Online,38,10,Cancellation Plan,ASIA
30,CWT,Travel Agency,No,11.88,Online,2,19.8,Customised Plan,Americas
48,C2B,Airlines,No,1.22,Online,24,4.36,Customised Plan,ASIA
29,EPX,Travel Agency,No,0,Online,12,25,Customised Plan,ASIA
37,CWT,Travel Agency,No,23.76,Online,42,39.6,Customised Plan,Americas
44,EPX,Travel Agency,No,0,Online,5,10,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,11,27,Customised Plan,ASIA
28,C2B,Airlines,Yes,18,Online,108,72,Silver Plan,ASIA
52,C2B,Airlines,Yes,4.25,Online,11,17,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,215,60,Cancellation Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,12,31,Cancellation Plan,ASIA
28,C2B,Airlines,Yes,15.5,Online,36,62,Bronze Plan,ASIA
60,CWT,Travel Agency,No,10.5,Offline,14,30,Customised Plan,ASIA
48,C2B,Airlines,Yes,1.03,Online,105,3.68,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,60,22,Cancellation Plan,ASIA
74,C2B,Airlines,No,41.44,Online,82,165.75,Bronze Plan,ASIA
33,JZI,Airlines,No,7.7,Online,4,22,Bronze Plan,ASIA
35,EPX,Travel Agency,No,0,Online,19,69,Customised Plan,ASIA
43,EPX,Travel Agency,No,0,Online,147,80,Cancellation Plan,Americas
36,EPX,Travel Agency,No,0,Online,9,0,Customised Plan,ASIA
43,EPX,Travel Agency,No,0,Online,5,17,Cancellation Plan,ASIA
29,CWT,Travel Agency,No,53.46,Online,28,0,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,27,40,Cancellation Plan,ASIA
21,EPX,Travel Agency,No,0,Online,11,14,Cancellation Plan,ASIA
50,JZI,Airlines,Yes,12.25,Online,25,35,Bronze Plan,ASIA
31,CWT,Travel Agency,No,41.58,Online,34,0,Customised Plan,ASIA
30,C2B,Airlines,Yes,48.3,Online,364,193.2,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,82,26,Cancellation Plan,ASIA
67,JZI,Airlines,No,9.1,Online,19,26,Bronze Plan,ASIA
47,JZI,Airlines,No,9.1,Online,78,26,Bronze Plan,ASIA
41,C2B,Airlines,Yes,63.21,Online,368,252.85,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,21,46,Customised Plan,ASIA
25,C2B,Airlines,Yes,25.13,Online,51,100.5,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,14,18,Cancellation Plan,ASIA
48,CWT,Travel Agency,Yes,14.44,Online,21,38,Gold Plan,ASIA
37,CWT,Travel Agency,No,29.7,Online,6,49.5,Customised Plan,Americas
16,C2B,Airlines,Yes,54,Online,373,216,Silver Plan,ASIA
26,C2B,Airlines,No,6.75,Online,10,27,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,13,56,Cancellation Plan,ASIA
47,JZI,Airlines,No,11.55,Online,8,33,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,24,23,Cancellation Plan,Americas
36,EPX,Travel Agency,No,0,Online,11,44,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,8,22,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,87,22,Cancellation Plan,ASIA
41,C2B,Airlines,Yes,24.86,Online,235,99.45,Gold Plan,ASIA
36,EPX,Travel Agency,No,0,Online,99,160,Customised Plan,Americas
36,EPX,Travel Agency,Yes,0,Online,39,43,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,13,21,Customised Plan,ASIA
42,C2B,Airlines,No,21,Online,11,84,Silver Plan,ASIA
48,CWT,Travel Agency,No,28.5,Online,10,75,Bronze Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,43,66,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,15,29,Customised Plan,ASIA
22,EPX,Travel Agency,No,0,Online,36,10,Cancellation Plan,ASIA
29,C2B,Airlines,Yes,5.63,Online,15,22.5,Silver Plan,ASIA
37,C2B,Airlines,No,8.38,Online,16,33.5,Silver Plan,ASIA
51,C2B,Airlines,Yes,54,Online,366,216,Silver Plan,ASIA
74,JZI,Airlines,No,7.7,Online,35,22,Bronze Plan,ASIA
35,EPX,Travel Agency,No,0,Online,37,20,Customised Plan,ASIA
49,C2B,Airlines,Yes,63.21,Online,365,252.85,Silver Plan,ASIA
48,C2B,Airlines,No,0.54,Online,21,1.93,Customised Plan,ASIA
35,EPX,Travel Agency,No,0,Online,11,50,Cancellation Plan,ASIA
35,EPX,Travel Agency,No,0,Online,17,61,Customised Plan,ASIA
31,CWT,Travel Agency,No,29.7,Online,125,49.5,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,9,20,Customised Plan,ASIA
30,C2B,Airlines,Yes,8.63,Online,18,34.5,Bronze Plan,ASIA
29,EPX,Travel Agency,No,0,Online,61,11,Cancellation Plan,ASIA
27,EPX,Travel Agency,No,0,Online,5,10,Cancellation Plan,ASIA
48,C2B,Airlines,No,21.85,Online,23,62.43,Customised Plan,ASIA
31,EPX,Travel Agency,No,0,Online,60,10,Cancellation Plan,ASIA
45,CWT,Travel Agency,No,47.52,Online,64,79.2,Customised Plan,Americas
37,JZI,Airlines,No,6.3,Online,4,18,Bronze Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,73,16,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,7,11,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,7,21,Customised Plan,ASIA
39,EPX,Travel Agency,No,0,Online,17,80,Cancellation Plan,Americas
26,CWT,Travel Agency,Yes,17.82,Online,9,29.7,Customised Plan,ASIA
45,CWT,Travel Agency,No,5.94,Online,141,9.9,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,25,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,27,73,Customised Plan,EUROPE
27,C2B,Airlines,Yes,18.6,Online,14,74.4,Silver Plan,ASIA
37,C2B,Airlines,Yes,6.75,Online,2,27,Bronze Plan,ASIA
47,C2B,Airlines,No,6,Online,9,15,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,20,20,Customised Plan,ASIA
48,C2B,Airlines,No,7.67,Online,50,21.92,Customised Plan,ASIA
30,C2B,Airlines,No,18,Online,23,72,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,60,25,Cancellation Plan,ASIA
28,C2B,Airlines,Yes,8.63,Online,36,34.5,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,50,10,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,3,20,Customised Plan,ASIA
48,C2B,Airlines,No,8.38,Online,57,33.5,Bronze Plan,ASIA
43,CWT,Travel Agency,No,35.64,Online,23,59.4,Customised Plan,Americas
31,CWT,Travel Agency,No,17.82,Online,24,0,Customised Plan,ASIA
27,C2B,Airlines,No,54,Online,365,216,Silver Plan,ASIA
35,CWT,Travel Agency,Yes,11.02,Offline,2,29,Gold Plan,ASIA
58,EPX,Travel Agency,No,0,Online,78,17,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,14,68,Cancellation Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,13,10,Cancellation Plan,ASIA
27,EPX,Travel Agency,Yes,0,Online,47,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,8,10,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,14,11,Cancellation Plan,ASIA
55,EPX,Travel Agency,Yes,0,Offline,17,68,Customised Plan,Americas
53,EPX,Travel Agency,No,0,Online,5,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,9,79,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,123,14,Cancellation Plan,ASIA
35,EPX,Travel Agency,Yes,0,Online,32,12,Cancellation Plan,ASIA
46,CWT,Travel Agency,No,19.14,Offline,113,58,Gold Plan,ASIA
47,JZI,Airlines,No,6.3,Online,19,18,Bronze Plan,ASIA
41,C2B,Airlines,No,54,Online,395,216,Silver Plan,ASIA
29,EPX,Travel Agency,No,0,Online,72,10,Cancellation Plan,Americas
48,C2B,Airlines,No,0.14,Online,0,0.51,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,5,182,Cancellation Plan,ASIA
71,C2B,Airlines,Yes,18,Online,19,72,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,5,10,Cancellation Plan,ASIA
24,C2B,Airlines,Yes,14.13,Online,28,56.5,Bronze Plan,ASIA
38,C2B,Airlines,Yes,72.94,Online,383,291.75,Silver Plan,ASIA
59,C2B,Airlines,No,13.2,Online,16,52.8,Gold Plan,ASIA
37,CWT,Travel Agency,Yes,17.82,Online,17,29.7,Customised Plan,ASIA
36,CWT,Travel Agency,No,47.52,Online,38,79.2,Customised Plan,Americas
59,EPX,Travel Agency,No,0,Online,10,36,Cancellation Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,3,34,Cancellation Plan,ASIA
51,JZI,Airlines,No,7.7,Online,14,22,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,13,0,Customised Plan,ASIA
29,JZI,Airlines,No,7.7,Online,14,22,Bronze Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,232,53,Customised Plan,ASIA
35,C2B,Airlines,Yes,19.07,Online,13,76.3,Silver Plan,ASIA
49,CWT,Travel Agency,No,23.76,Online,58,39.6,Customised Plan,ASIA
48,C2B,Airlines,No,14.16,Online,102,40.46,Customised Plan,ASIA
48,C2B,Airlines,No,0.5,Online,9,60,Customised Plan,ASIA
23,EPX,Travel Agency,No,0,Online,23,10,Cancellation Plan,ASIA
64,CWT,Travel Agency,No,124.74,Online,58,207.9,Customised Plan,Americas
25,JZI,Airlines,No,7.7,Online,78,22,Bronze Plan,ASIA
67,CWT,Travel Agency,No,65.34,Online,135,108.9,Customised Plan,Americas
29,C2B,Airlines,Yes,11.88,Online,41,47.5,Silver Plan,ASIA
41,C2B,Airlines,No,6,Online,7,15,Bronze Plan,ASIA
45,C2B,Airlines,Yes,63.21,Online,366,252.85,Silver Plan,ASIA
30,EPX,Travel Agency,Yes,0,Online,38,13,Cancellation Plan,ASIA
74,C2B,Airlines,Yes,28.13,Online,33,112.5,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,57,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,39,112,Customised Plan,Americas
43,C2B,Airlines,No,18,Online,38,72,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,13,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,33,20,Customised Plan,ASIA
33,CWT,Travel Agency,Yes,89.1,Online,68,148.5,Customised Plan,EUROPE
60,CWT,Travel Agency,No,17.82,Online,21,0,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,29,44,Cancellation Plan,ASIA
42,EPX,Travel Agency,No,0,Online,24,10,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,45,22,Cancellation Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,105,43,Customised Plan,ASIA
32,JZI,Airlines,No,7.7,Online,7,22,Bronze Plan,ASIA
83,C2B,Airlines,Yes,17.38,Online,21,69.5,Gold Plan,ASIA
26,C2B,Airlines,No,46.96,Online,365,187.85,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,18,10,Cancellation Plan,ASIA
29,EPX,Travel Agency,Yes,0,Online,45,29,Customised Plan,ASIA
63,EPX,Travel Agency,No,0,Online,189,94,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,16,10,Cancellation Plan,ASIA
48,CWT,Travel Agency,Yes,36.1,Online,68,95,Bronze Plan,EUROPE
19,C2B,Airlines,No,6,Online,32,15,Bronze Plan,ASIA
32,C2B,Airlines,Yes,99.9,Online,365,399.6,Gold Plan,ASIA
35,CWT,Travel Agency,Yes,17.82,Online,22,29.7,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,18,14,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,4,20,Customised Plan,ASIA
48,C2B,Airlines,No,0.25,Online,11,0.88,Customised Plan,ASIA
36,CWT,Travel Agency,Yes,106.92,Online,32,178.2,Customised Plan,Americas
34,C2B,Airlines,Yes,4,Online,35,16,Bronze Plan,ASIA
23,C2B,Airlines,Yes,44.69,Online,62,178.75,Gold Plan,ASIA
26,CWT,Travel Agency,No,9.57,Offline,12,29,Customised Plan,ASIA
35,EPX,Travel Agency,No,0,Online,34,21,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,67,60,Customised Plan,ASIA
59,C2B,Airlines,Yes,48.3,Online,398,193.2,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,103,20,Customised Plan,ASIA
25,JZI,Airlines,No,9.1,Online,369,26,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,27,10,Cancellation Plan,ASIA
26,EPX,Travel Agency,No,0,Online,4,14,Cancellation Plan,ASIA
52,C2B,Airlines,No,5.25,Online,29,21,Bronze Plan,ASIA
21,EPX,Travel Agency,No,0,Online,13,10,Cancellation Plan,ASIA
44,JZI,Airlines,No,7.7,Online,70,22,Bronze Plan,ASIA
27,EPX,Travel Agency,No,0,Online,15,10,Cancellation Plan,ASIA
33,C2B,Airlines,Yes,10,Online,36,40,Bronze Plan,ASIA
31,EPX,Travel Agency,No,0,Online,6,24,Cancellation Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,66,50,Customised Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,25,39,Customised Plan,ASIA
24,C2B,Airlines,Yes,23.75,Online,46,95,Silver Plan,ASIA
32,EPX,Travel Agency,No,0,Online,9,51,Customised Plan,ASIA
31,CWT,Travel Agency,No,53.46,Online,61,89.1,Customised Plan,EUROPE
29,CWT,Travel Agency,No,65.34,Online,59,108.9,Customised Plan,Americas
35,EPX,Travel Agency,No,0,Online,2,27,Customised Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,27,38,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,124,57,Cancellation Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,49,102,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,19,10,Cancellation Plan,ASIA
70,C2B,Airlines,Yes,54,Online,365,216,Silver Plan,ASIA
37,CWT,Travel Agency,Yes,41.58,Online,39,69.3,Customised Plan,Americas
33,C2B,Airlines,Yes,6.75,Online,29,27,Silver Plan,ASIA
30,C2B,Airlines,No,15.88,Online,19,63.5,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,38,41,Customised Plan,ASIA
26,C2B,Airlines,Yes,4,Online,5,16,Bronze Plan,ASIA
31,CWT,Travel Agency,No,23.76,Online,11,39.6,Customised Plan,Americas
61,CWT,Travel Agency,Yes,166.53,Online,365,256.2,Gold Plan,Americas
36,EPX,Travel Agency,No,0,Online,3,29,Cancellation Plan,ASIA
35,EPX,Travel Agency,No,0,Online,42,20,Customised Plan,ASIA
34,EPX,Travel Agency,No,0,Online,36,20,Customised Plan,ASIA
28,C2B,Airlines,Yes,5.53,Online,21,22.1,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,8,11,Cancellation Plan,ASIA
67,C2B,Airlines,Yes,15,Online,17,60,Bronze Plan,ASIA
39,CWT,Travel Agency,No,77.22,Online,23,128.7,Customised Plan,Americas
31,C2B,Airlines,No,15.5,Online,44,62,Silver Plan,ASIA
52,CWT,Travel Agency,No,65.34,Online,179,108.9,Customised Plan,EUROPE
22,C2B,Airlines,No,5,Online,8,20,Bronze Plan,ASIA
38,C2B,Airlines,Yes,6.25,Online,24,25,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,50,70,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,73,16,Cancellation Plan,ASIA
26,C2B,Airlines,No,54,Online,364,216,Silver Plan,ASIA
35,C2B,Airlines,Yes,54,Online,377,216,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,46,43,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,8,65,Customised Plan,ASIA
36,C2B,Airlines,Yes,5.88,Online,8,23.5,Bronze Plan,ASIA
31,C2B,Airlines,No,8.38,Online,35,33.5,Bronze Plan,ASIA
30,C2B,Airlines,No,5,Online,14,0,Bronze Plan,ASIA
53,EPX,Travel Agency,Yes,0,Online,177,112,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,21,85,Customised Plan,EUROPE
32,C2B,Airlines,Yes,8.38,Online,14,33.5,Bronze Plan,ASIA
25,EPX,Travel Agency,Yes,0,Online,390,104,Customised Plan,Americas
64,JZI,Airlines,No,6.3,Online,2,18,Bronze Plan,ASIA
31,CWT,Travel Agency,No,35.64,Online,11,59.4,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,108,64,Cancellation Plan,ASIA
31,CWT,Travel Agency,Yes,41.58,Online,58,69.3,Customised Plan,EUROPE
35,EPX,Travel Agency,No,0,Online,6,15,Cancellation Plan,ASIA
48,C2B,Airlines,No,0.21,Online,377,0.74,Customised Plan,ASIA
26,EPX,Travel Agency,No,0,Online,30,1,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,11,47,Customised Plan,ASIA
31,C2B,Airlines,Yes,15,Online,19,60,Bronze Plan,ASIA
65,EPX,Travel Agency,No,0,Online,14,27,Customised Plan,ASIA
