Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,0,1097,11,2,1,1524,3,79,2,3,1,9884,8302,2,13,3,3,80,1,10,3,3,4,0,2,3
26,0,1443,23,3,1,1525,3,47,2,2,4,4157,21436,7,19,3,3,80,1,5,2,2,2,2,0,0
33,0,515,1,2,1,1526,1,98,3,3,4,13458,15146,1,12,3,3,80,0,15,1,3,15,14,8,12
35,0,853,18,5,1,1527,2,71,3,3,1,9069,11031,1,22,4,4,80,1,9,3,2,9,8,1,8
35,0,1142,23,4,1,1528,3,30,3,1,1,4014,16002,3,15,3,3,80,1,4,3,3,2,2,2,2
31,0,655,7,4,1,1529,4,48,3,2,4,5915,9528,3,22,4,4,80,1,10,3,2,7,7,1,7
37,0,1115,1,4,1,1530,1,51,2,2,3,5993,2689,1,18,3,3,80,1,7,2,4,7,5,0,7
32,0,427,1,3,1,1531,1,33,3,2,4,6162,10877,1,22,4,2,80,1,9,3,3,9,8,7,8
38,0,653,29,5,1,1532,4,50,3,2,4,2406,5456,1,11,3,4,80,0,10,2,3,10,3,9,9
50,0,989,7,2,1,1533,2,43,2,5,3,18740,16701,5,12,3,4,80,1,29,2,2,27,3,13,8
59,0,1435,25,3,1,1534,1,99,3,3,1,7637,2354,7,11,3,4,80,0,28,3,2,21,16,7,9
36,0,1223,8,3,1,1535,3,59,3,3,3,10096,8202,1,13,3,2,80,3,17,2,3,17,14,12,8
55,0,836,8,3,1,1536,4,33,3,4,3,14756,19730,2,14,3,3,80,3,21,2,3,5,0,0,2
36,0,1195,11,3,1,1537,2,95,2,2,2,6499,22656,1,13,3,3,80,0,6,3,3,6,5,0,3
45,0,1339,7,3,1,1538,2,59,3,3,1,9724,18787,2,17,3,3,80,1,25,2,3,1,0,0,0
35,0,664,1,3,1,1539,2,79,3,1,1,2194,5868,4,13,3,4,80,1,5,2,2,3,2,1,2
36,1,318,9,3,1,1540,4,79,2,1,3,3388,21777,0,17,3,1,80,1,2,0,2,1,0,0,0
59,0,1225,1,1,1,1541,1,57,2,2,3,5473,24668,7,11,3,4,80,0,20,2,2,4,3,1,3
29,0,1328,2,3,1,1542,3,76,3,1,2,2703,4956,0,23,4,4,80,1,6,3,3,5,4,0,4
31,0,1082,1,4,1,1543,3,87,3,1,2,2501,18775,1,17,3,2,80,0,1,4,3,1,1,1,0
32,0,548,1,3,1,1544,2,66,3,2,2,6220,7346,1,17,3,2,80,2,10,3,3,10,4,0,9
36,0,132,6,3,1,1545,2,55,4,1,4,3038,22002,3,12,3,2,80,0,5,3,3,1,0,0,0
31,0,746,8,4,1,1546,3,61,3,2,4,4424,20682,1,23,4,4,80,0,11,2,3,11,7,1,8
35,0,776,1,4,1,1547,3,32,2,2,1,4312,23016,0,14,3,2,80,0,16,2,3,15,13,2,8
45,0,193,6,4,1,1548,4,52,3,3,1,13245,15067,4,14,3,2,80,0,17,3,4,0,0,0,0
37,0,397,7,4,1,1549,1,30,3,3,3,13664,25258,4,13,3,1,80,0,16,3,4,5,2,0,2
46,0,945,5,2,1,1550,2,80,3,2,2,5021,10425,8,22,4,4,80,1,16,2,3,4,2,0,2
30,0,852,1,1,1,1551,4,55,2,2,4,5126,15998,1,12,3,3,80,2,10,1,2,10,8,3,0
35,0,1214,1,3,1,1552,2,30,2,1,3,2859,26278,1,18,3,1,80,0,6,3,3,6,4,0,4
55,0,111,1,2,1,1553,1,70,3,3,4,10239,18092,3,14,3,4,80,1,24,4,3,1,0,1,0
38,0,573,6,3,1,1554,2,79,1,2,4,5329,15717,7,12,3,4,80,3,17,3,3,13,11,1,9
34,0,1153,1,2,1,1555,1,94,3,2,2,4325,17736,1,15,3,3,80,0,5,2,3,5,2,1,3
56,0,1400,7,3,1,1556,4,49,1,3,4,7260,21698,4,11,3,1,80,0,37,3,2,6,4,0,2
23,0,541,2,1,1,1557,3,62,3,1,1,2322,9518,3,13,3,3,80,1,3,3,3,0,0,0,0
51,0,432,9,4,1,1558,4,96,3,1,4,2075,18725,3,23,4,2,80,2,10,4,3,4,2,0,3
30,0,288,2,3,1,1559,3,99,2,2,4,4152,15830,1,19,3,1,80,3,11,3,3,11,10,10,8
46,1,669,9,2,1,1560,3,64,2,3,4,9619,13596,1,16,3,4,80,0,9,3,3,9,8,4,7
40,0,530,1,4,1,1561,3,78,2,4,2,13503,14115,1,22,4,4,80,1,22,3,2,22,3,11,11
51,0,632,21,4,1,1562,3,71,3,2,4,5441,8423,0,22,4,4,80,0,11,2,1,10,7,1,0
30,0,1334,4,2,1,1563,3,63,2,2,2,5209,19760,1,12,3,2,80,3,11,4,2,11,8,2,7
46,0,638,1,3,1,1564,3,40,2,3,1,10673,3142,2,13,3,3,80,1,21,5,2,10,9,9,5
32,0,1093,6,4,1,1565,2,87,3,2,3,5010,24301,1,16,3,1,80,0,12,0,3,11,8,5,7
54,0,1217,2,4,1,1566,1,60,3,3,3,13549,24001,9,12,3,1,80,1,16,5,1,4,3,0,3
24,0,1353,3,2,1,1567,1,33,3,2,3,4999,17519,0,21,4,1,80,1,4,2,2,3,2,0,2
28,0,120,4,3,1,1568,2,43,3,2,3,4221,8863,1,15,3,2,80,0,5,3,4,5,4,0,4
58,0,682,10,4,1,1569,4,37,3,4,3,13872,24409,0,13,3,3,80,0,38,1,2,37,10,1,8
44,0,489,23,3,1,1570,2,67,3,2,2,2042,25043,4,12,3,3,80,1,17,3,4,3,2,1,2
37,1,807,6,4,1,1571,3,63,3,1,1,2073,23648,4,22,4,4,80,0,7,3,3,3,2,0,2
32,0,827,1,1,1,1572,4,71,3,1,1,2956,15178,1,13,3,4,80,0,1,2,3,1,0,0,0
20,1,871,6,3,1,1573,4,66,2,1,4,2926,19783,1,18,3,2,80,0,1,5,3,1,0,1,0
34,0,665,6,4,1,1574,1,41,3,2,3,4809,12482,1,14,3,3,80,0,16,3,3,16,13,2,10
37,0,1040,2,2,1,1575,3,100,2,2,4,5163,15850,5,14,3,4,80,1,17,2,4,1,0,0,0
59,0,1420,2,4,1,1576,3,32,2,5,4,18844,21922,9,21,4,4,80,1,30,3,3,3,2,2,2
50,0,1115,1,3,1,1577,1,73,3,5,2,18172,9755,3,19,3,1,80,0,28,1,2,8,3,0,7
25,1,240,5,3,1,1578,3,46,2,2,3,5744,26959,1,11,3,4,80,0,6,1,3,6,4,0,3
25,0,1280,7,1,1,1579,4,64,2,1,4,2889,26897,1,11,3,3,80,2,2,2,3,2,2,2,1
22,0,534,15,3,1,1580,2,59,3,1,4,2871,23785,1,15,3,3,80,0,1,5,3,0,0,0,0
51,0,1456,1,4,1,1581,1,30,2,3,1,7484,25796,3,20,4,3,80,0,23,1,2,13,12,12,8
34,1,658,7,3,1,1582,1,66,1,2,3,6074,22887,1,24,4,4,80,0,9,3,3,9,7,0,6
54,0,142,26,3,1,1583,4,30,4,4,4,17328,13871,2,12,3,3,80,0,23,3,3,5,3,4,4
24,0,1127,18,1,1,1584,2,52,3,1,3,2774,13257,0,12,3,3,80,1,6,2,3,5,3,1,2
34,0,1031,6,4,1,1585,3,45,2,2,2,4505,15000,6,15,3,3,80,1,12,3,3,1,0,0,0
37,0,1189,3,3,1,1586,3,87,3,3,4,7428,14506,2,12,3,1,80,0,12,3,3,5,3,1,3
34,0,1354,5,3,1,1587,3,45,2,3,1,11631,5615,2,12,3,4,80,0,14,6,3,11,10,5,8
36,0,1467,11,2,1,1588,2,92,3,3,4,9738,22952,0,14,3,3,80,1,10,6,3,9,7,2,8
36,0,922,3,2,1,1589,1,39,3,1,4,2835,2561,5,22,4,1,80,1,7,2,3,1,0,0,0
43,0,394,26,2,1,1590,3,92,3,4,4,16959,19494,1,12,3,4,80,2,25,3,4,25,12,4,12
30,0,1312,23,3,1,1591,1,96,1,1,3,2613,22310,1,25,4,3,80,3,10,2,2,10,7,0,9
33,0,750,22,2,1,1592,3,95,3,2,2,6146,15480,0,13,3,1,80,1,8,2,4,7,7,0,7
56,1,441,14,4,1,1593,2,72,3,1,2,4963,4510,9,18,3,1,80,3,7,2,3,5,4,4,3
51,0,684,6,3,1,1594,1,51,3,5,3,19537,6462,7,13,3,3,80,0,23,5,3,20,18,15,15
31,1,249,6,4,1,1595,2,76,1,2,3,6172,20739,4,18,3,2,80,0,12,3,2,7,7,7,7
26,0,841,6,3,1,1596,3,46,2,1,2,2368,23300,1,19,3,3,80,0,5,3,2,5,4,4,3
58,1,147,23,4,1,1597,4,94,3,3,4,10312,3465,1,12,3,4,80,1,40,3,2,40,10,15,6
19,1,528,22,1,1,1598,4,50,3,1,3,1675,26820,1,19,3,4,80,0,0,2,2,0,0,0,0
22,0,594,2,1,1,1599,3,100,3,1,4,2523,19299,0,14,3,3,80,1,3,2,3,2,1,2,1
49,0,470,20,4,1,1600,3,96,3,2,1,6567,5549,1,14,3,3,80,0,16,2,2,15,11,5,11
43,0,957,28,3,1,1601,2,72,4,1,3,4739,16090,4,12,3,4,80,0,18,2,3,3,2,1,2
50,0,809,12,3,1,1602,3,77,3,3,4,9208,6645,4,11,3,4,80,0,16,3,3,2,2,2,1
31,1,542,20,3,1,1603,2,71,1,2,3,4559,24788,3,11,3,3,80,1,4,2,3,2,2,2,2
41,0,802,9,1,1,1604,3,96,3,3,3,8189,21196,3,13,3,3,80,1,12,2,3,9,7,0,7
26,0,1355,25,1,1,1605,3,61,3,1,3,2942,8916,1,23,4,4,80,1,8,3,3,8,7,5,7
36,0,216,6,2,1,1606,2,84,3,2,2,4941,2819,6,20,4,4,80,2,7,0,3,3,2,0,1
51,1,1150,8,4,1,1607,1,53,1,3,4,10650,25150,2,15,3,4,80,0,18,2,3,4,2,0,3
39,0,1329,4,4,1,1608,4,47,2,2,3,5902,14590,4,14,3,3,80,1,17,1,4,15,11,5,9
25,0,959,28,3,1,1609,1,41,2,2,3,8639,24835,2,18,3,4,80,0,6,3,3,2,2,2,2
30,0,1240,9,3,1,1610,3,48,3,2,4,6347,13982,0,19,3,4,80,0,12,2,1,11,9,4,7
32,1,1033,9,3,1,1611,1,41,3,1,1,4200,10224,7,22,4,1,80,0,10,2,4,5,4,0,4
45,0,1316,29,3,1,1612,3,83,3,1,4,3452,9752,5,13,3,2,80,0,9,2,2,6,5,0,3
38,0,364,3,5,1,1613,4,32,3,2,3,4317,2302,3,20,4,2,80,0,19,2,3,3,2,2,2
30,0,438,18,3,1,1614,1,75,3,1,3,2632,23910,1,14,3,3,80,0,5,4,2,5,4,0,4
32,0,689,9,2,1,1615,4,35,1,2,4,4668,22812,0,17,3,4,80,3,9,2,4,8,7,0,7
30,0,201,5,3,1,1616,4,84,3,1,1,3204,10415,5,14,3,4,80,1,8,3,3,3,2,2,2
30,0,1427,2,1,1,1617,2,35,2,1,4,2720,11162,0,13,3,4,80,0,6,3,3,5,3,1,2
41,0,857,10,3,1,1618,4,91,2,4,1,17181,12888,4,13,3,2,80,1,21,2,2,7,6,7,7
41,0,933,9,4,1,1619,3,94,3,1,1,2238,6961,2,21,4,4,80,1,7,2,3,5,0,1,4
19,0,1181,3,1,1,1620,2,79,3,1,2,1483,16102,1,14,3,4,80,0,1,3,3,1,0,0,0
40,0,1395,26,3,1,1621,2,54,3,2,2,5605,8504,1,11,3,1,80,1,20,2,3,20,7,2,13
35,0,662,1,5,1,1622,3,94,3,3,2,7295,11439,1,13,3,1,80,2,10,3,3,10,8,0,6
53,0,1436,6,2,1,1623,2,34,3,2,3,2306,16047,2,20,4,4,80,1,13,3,1,7,7,4,5
45,0,194,9,3,1,1624,2,60,3,2,2,2348,10901,8,18,3,3,80,1,20,2,1,17,9,0,15
32,0,967,8,3,1,1625,2,43,3,3,4,8998,15589,1,14,3,4,80,0,9,2,3,9,8,3,7
29,0,1496,1,1,1,1626,4,41,3,2,3,4319,26283,1,13,3,1,80,1,10,1,3,10,7,0,9
51,0,1169,7,4,1,1627,2,34,2,2,3,6132,13983,2,17,3,3,80,0,10,2,3,1,0,0,0
58,0,1145,9,3,1,1628,2,75,2,1,2,3346,11873,4,20,4,2,80,1,9,3,2,1,0,0,0
40,0,630,4,4,1,1629,3,67,2,3,4,10855,8552,7,11,3,1,80,1,15,2,2,12,11,2,11
34,0,303,2,4,1,1630,3,75,3,1,3,2231,11314,6,18,3,4,80,1,6,3,3,4,3,1,2
22,0,1256,19,1,1,1631,3,80,3,1,4,2323,11992,1,24,4,1,80,2,2,6,3,2,2,2,2
27,0,691,9,3,1,1632,4,57,3,1,2,2024,5970,6,18,3,4,80,1,6,1,1,2,2,2,2
28,0,440,21,3,1,1633,3,42,3,1,4,2713,6672,1,11,3,3,80,1,5,2,1,5,2,0,2
57,0,334,24,2,1,1634,3,83,4,3,4,9439,23402,3,16,3,2,80,1,12,2,1,5,3,1,4
27,0,1450,3,3,1,1635,3,79,2,1,3,2566,25326,1,15,3,4,80,1,1,2,2,1,1,0,1
50,0,1452,11,3,1,1636,3,53,3,5,2,19926,17053,3,15,3,2,80,0,21,5,3,5,4,4,4
41,0,465,14,3,1,1637,1,56,3,1,3,2451,4609,4,12,3,1,80,1,13,2,3,9,8,1,8
30,0,1339,5,3,1,1638,2,41,3,3,4,9419,8053,2,12,3,3,80,1,12,2,3,10,9,7,4
38,0,702,1,4,1,1639,1,59,2,2,4,8686,12930,4,22,4,3,80,0,12,2,4,8,3,0,7
32,0,120,6,5,1,1640,3,43,3,1,3,3038,12430,3,20,4,1,80,0,8,2,3,5,4,1,4
27,0,1157,17,3,1,1641,3,51,3,1,2,3058,13364,0,16,3,4,80,1,6,3,2,5,2,1,1
19,1,602,1,1,1,1642,3,100,1,1,1,2325,20989,0,21,4,1,80,0,1,5,4,0,0,0,0
36,0,1480,3,2,1,1643,4,30,3,1,2,2088,15062,4,12,3,3,80,0,13,3,2,8,7,7,2
30,0,111,9,3,1,1644,3,66,3,2,1,3072,11012,1,11,3,3,80,2,12,4,3,12,9,6,10
45,0,1268,4,2,1,1645,3,30,3,2,1,5006,6319,4,11,3,1,80,1,9,3,4,5,4,0,3
56,0,713,8,3,1,1646,3,67,3,1,1,4257,13939,4,18,3,3,80,1,19,3,3,2,2,2,2
33,0,134,2,3,1,1647,3,90,3,1,4,2500,10515,0,14,3,1,80,0,4,2,4,3,1,0,2
19,1,303,2,3,1,1648,2,47,2,1,4,1102,9241,1,22,4,3,80,0,1,3,2,1,0,1,0
46,0,526,1,2,1,1649,2,92,3,3,1,10453,2137,1,25,4,3,80,3,24,2,3,24,13,15,7
38,0,1380,9,2,1,1650,3,75,3,1,4,2288,6319,1,12,3,3,80,0,2,3,3,2,2,2,1
31,0,140,12,1,1,1651,3,95,3,1,4,3929,6984,8,23,4,3,80,1,7,0,3,4,2,0,2
34,0,629,27,2,1,1652,4,95,3,1,2,2311,5711,2,15,3,4,80,0,9,3,3,3,2,1,2
41,1,1356,20,2,1,1653,2,70,3,1,2,3140,21728,1,22,4,4,80,0,4,5,2,4,3,0,2
50,0,328,1,3,1,1654,3,86,2,1,3,3690,3425,2,15,3,4,80,1,5,2,2,3,2,0,2
53,0,1084,13,2,1,1655,4,57,4,2,1,4450,26250,1,11,3,3,80,2,5,3,3,4,2,1,3
33,0,931,14,3,1,1656,4,72,3,1,2,2756,4673,1,13,3,4,80,1,8,5,3,8,7,1,6
40,0,989,4,1,1,1657,4,46,3,5,3,19033,6499,1,14,3,2,80,1,21,2,3,20,8,9,9
55,0,692,14,4,1,1658,3,61,4,5,2,18722,13339,8,11,3,4,80,0,36,3,3,24,15,2,15
34,0,1069,2,1,1,1659,4,45,2,2,3,9547,14074,1,17,3,3,80,0,10,2,2,10,9,1,9
51,0,313,3,3,1,1660,4,98,3,4,2,13734,7192,3,18,3,3,80,0,21,6,3,7,7,1,0
52,0,699,1,4,1,1661,3,65,2,5,3,19999,5678,0,14,3,1,80,1,34,5,3,33,18,11,9
27,0,894,9,3,1,1662,4,99,3,1,2,2279,11781,1,16,3,4,80,0,7,2,2,7,7,0,3
35,1,556,23,2,1,1663,2,50,2,2,3,5916,15497,3,13,3,1,80,0,8,1,3,1,0,0,1
43,0,1344,7,3,1,1664,4,37,4,1,4,2089,5228,4,14,3,4,80,3,7,3,4,5,4,2,2
45,0,1195,2,2,1,1665,1,65,2,4,4,16792,20462,9,23,4,4,80,1,22,1,3,20,8,11,8
37,0,290,21,3,1,1666,2,65,4,1,1,3564,22977,1,12,3,1,80,1,8,3,2,8,7,1,7
35,0,138,2,3,1,1667,2,37,3,2,2,4425,15986,5,11,3,4,80,0,10,5,3,6,2,1,2
42,0,926,21,2,1,1668,3,36,3,2,3,5265,16439,2,16,3,2,80,1,11,5,3,5,3,0,2
38,0,1261,2,4,1,1669,4,88,3,2,3,6553,7259,9,14,3,2,80,0,14,3,3,1,0,0,0
38,0,1084,29,3,1,1670,4,54,3,2,4,6261,4185,3,18,3,1,80,1,9,3,1,7,7,1,7
27,0,472,1,1,1,1671,3,60,2,2,1,4298,9679,5,19,3,3,80,1,6,1,3,2,2,2,0
49,0,1002,18,4,1,1672,4,92,3,2,4,6804,23793,1,15,3,1,80,2,7,0,3,7,7,1,7
34,0,878,10,4,1,1673,4,43,3,1,3,3815,5972,1,17,3,4,80,1,5,4,4,5,3,2,0
40,0,905,19,2,1,1674,3,99,3,2,4,2741,16523,8,15,3,3,80,1,15,2,4,7,2,3,7
38,1,1180,29,1,1,1675,2,70,3,2,1,6673,11354,7,19,3,2,80,0,17,2,3,1,0,0,0
29,1,121,27,3,1,1676,2,35,3,3,4,7639,24525,1,22,4,4,80,3,10,3,2,10,4,1,9
22,0,1136,5,3,1,1677,4,60,4,1,2,2328,12392,1,16,3,1,80,1,4,2,2,4,2,2,2
36,0,635,18,1,1,1678,2,73,3,1,4,2153,7703,1,13,3,1,80,0,8,2,3,8,1,1,7
40,0,1151,9,5,1,1679,4,63,2,2,4,4876,14242,9,14,3,4,80,1,5,5,1,3,2,0,2
46,0,644,1,4,1,1680,4,97,3,3,1,9396,12368,7,16,3,3,80,1,17,3,3,4,2,0,3
32,1,1045,4,4,1,1681,4,32,1,3,4,10400,25812,1,11,3,3,80,0,14,2,2,14,8,9,8
30,0,829,1,1,1,1682,3,88,2,3,3,8474,20925,1,22,4,3,80,0,12,2,3,11,8,5,8
27,0,1242,20,3,1,1683,4,90,3,2,3,9981,12916,1,14,3,4,80,0,7,2,3,7,7,0,7
51,0,1469,8,4,1,1684,2,81,2,3,2,12490,15736,5,16,3,4,80,2,16,5,1,10,9,4,7
30,1,1005,3,3,1,1685,4,88,3,1,1,2657,8556,5,11,3,3,80,0,8,5,3,5,2,0,4
41,0,896,6,3,1,1686,4,75,3,3,4,13591,14674,3,18,3,3,80,0,16,3,3,1,0,0,0
30,1,334,26,4,1,1687,3,52,2,2,1,6696,22967,5,15,3,3,80,0,9,5,2,6,3,0,1
29,1,992,1,3,1,1688,3,85,3,1,3,2058,19757,0,14,3,4,80,0,7,1,2,6,2,1,5
45,0,1052,6,3,1,1689,4,57,2,3,4,8865,16840,6,12,3,4,80,0,23,2,3,19,7,12,8
54,0,1147,3,3,1,1690,4,52,3,2,1,5940,17011,2,14,3,4,80,1,16,4,3,6,2,0,5
36,0,1396,5,2,1,1691,4,62,3,2,2,5914,9945,8,16,3,4,80,0,16,3,4,13,11,3,7
33,0,147,4,4,1,1692,3,47,2,1,2,2622,13248,6,21,4,4,80,0,7,3,3,3,2,1,1
37,0,663,11,3,1,1693,2,47,3,3,4,12185,10056,1,14,3,3,80,3,10,1,3,10,8,0,7
38,0,119,3,3,1,1694,1,76,3,3,3,10609,9647,0,12,3,3,80,2,17,6,2,16,10,5,13
31,0,979,1,4,1,1695,3,90,1,2,3,4345,4381,0,12,3,4,80,1,6,2,3,5,4,1,4
59,0,142,3,3,1,1696,3,70,2,1,4,2177,8456,3,17,3,1,80,1,7,6,3,1,0,0,0
37,0,319,4,4,1,1697,1,41,3,1,4,2793,2539,4,17,3,3,80,1,13,2,3,9,8,5,8
29,0,1413,1,1,1,1698,2,42,3,3,4,7918,6599,1,14,3,4,80,1,11,5,3,11,10,4,1
35,0,944,1,3,1,1699,3,92,3,3,3,8789,9096,1,14,3,1,80,0,10,3,4,10,7,0,8
29,1,896,18,1,1,1700,3,86,2,1,4,2389,14961,1,13,3,3,80,0,4,3,2,4,3,0,1
52,0,1323,2,3,1,1701,3,89,2,1,4,3212,3300,7,15,3,2,80,0,6,3,2,2,2,2,2
42,0,532,4,2,1,1702,3,58,3,5,4,19232,4933,1,11,3,4,80,0,22,3,3,22,17,11,15
59,0,818,6,2,1,1703,2,52,3,1,3,2267,25657,8,17,3,4,80,0,7,2,2,2,2,2,2
50,0,854,1,4,1,1704,4,68,3,5,4,19517,24118,3,11,3,3,80,1,32,3,2,7,0,0,6
33,1,813,14,3,1,1705,3,58,3,1,4,2436,22149,5,13,3,3,80,1,8,2,1,5,4,0,4
43,0,1034,16,3,1,1706,4,80,3,4,4,16064,7744,5,22,4,3,80,1,22,3,3,17,13,1,9
33,1,465,2,2,1,1707,1,39,3,1,1,2707,21509,7,20,4,1,80,0,13,3,4,9,7,1,7
52,0,771,2,4,1,1708,1,79,2,5,3,19068,21030,1,18,3,4,80,0,33,2,4,33,7,15,12
32,0,1401,4,2,1,1709,3,56,3,1,2,3931,20990,2,11,3,1,80,1,6,5,3,4,3,1,2
32,1,515,1,3,1,1710,4,62,2,1,3,3730,9571,0,14,3,4,80,0,4,2,1,3,2,1,2
39,0,1431,1,4,1,1711,3,96,3,1,3,2232,15417,7,14,3,3,80,3,7,1,3,3,2,1,2
32,0,976,26,4,1,1712,3,100,3,2,4,4465,12069,0,18,3,1,80,0,4,2,3,3,2,2,2
41,0,1411,19,2,1,1713,3,36,3,2,1,3072,19877,2,16,3,1,80,2,17,2,2,1,0,0,0
40,0,1300,24,2,1,1714,1,62,3,2,4,3319,24447,1,17,3,1,80,2,9,3,3,9,8,4,7
45,0,252,1,3,1,1715,3,70,4,5,4,19202,15970,0,11,3,3,80,1,25,2,3,24,0,1,7
31,0,1327,3,4,1,1716,2,73,3,3,3,13675,13523,9,12,3,1,80,1,9,3,3,2,2,2,2
33,0,832,5,4,1,1717,3,63,2,1,4,2911,14776,1,13,3,3,80,1,2,2,2,2,2,0,2
34,0,470,2,4,1,1718,4,84,2,2,1,5957,23687,6,13,3,2,80,1,13,3,3,11,9,5,9
37,0,1017,1,2,1,1719,3,83,2,1,1,3920,18697,2,14,3,1,80,1,17,2,2,3,1,0,2
45,0,1199,7,4,1,1720,1,77,4,2,3,6434,5118,4,17,3,4,80,1,9,1,3,3,2,0,2
37,1,504,10,3,1,1721,1,61,3,3,3,10048,22573,6,11,3,2,80,2,17,5,3,1,0,0,0
39,0,505,2,4,1,1722,3,64,3,3,3,10938,6420,0,25,4,4,80,0,20,1,3,19,6,11,8
29,0,665,15,3,1,1723,3,60,3,1,4,2340,22673,1,19,3,1,80,0,6,1,3,6,5,1,5
42,0,916,17,2,1,1724,4,82,4,2,1,6545,23016,3,13,3,3,80,0,10,1,3,3,2,0,2
29,0,1247,20,2,1,1725,4,45,3,2,4,6931,10732,2,14,3,4,80,1,10,2,3,3,2,0,2
25,0,685,1,3,1,1726,1,62,3,2,3,4898,7505,0,12,3,4,80,2,5,3,3,4,2,1,2
42,0,269,2,3,1,1727,4,56,2,1,1,2593,8007,0,11,3,3,80,1,10,4,3,9,6,7,8
40,0,1416,2,2,1,1728,1,49,3,5,3,19436,5949,0,19,3,4,80,1,22,5,3,21,7,3,9
51,0,833,1,3,1,1729,3,96,3,1,4,2723,23231,1,11,3,2,80,0,1,0,2,1,0,0,0
31,1,307,29,2,1,1730,3,71,2,1,2,3479,11652,0,11,3,2,80,0,6,2,4,5,4,1,4
32,0,1311,7,3,1,1731,2,100,4,1,2,2794,26062,1,20,4,3,80,0,5,3,1,5,1,0,3
38,0,1327,2,2,1,1732,4,39,2,2,4,5249,19682,3,18,3,4,80,1,13,0,3,8,7,7,5
32,0,128,2,1,1,1733,4,84,2,2,1,2176,19737,4,13,3,4,80,0,9,5,3,6,2,0,4
46,0,488,2,3,1,1734,3,75,1,4,2,16872,14977,3,12,3,2,80,1,28,2,2,7,7,7,7
28,1,529,2,4,1,1735,1,79,3,1,3,3485,14935,2,11,3,3,80,0,5,5,1,0,0,0,0
29,0,1210,2,3,1,1736,1,78,2,2,2,6644,3687,2,19,3,2,80,2,10,2,3,0,0,0,0
31,0,1463,23,3,1,1737,2,64,2,2,4,5582,14408,0,21,4,2,80,1,10,2,3,9,0,7,8
25,0,675,5,2,1,1738,2,85,4,2,1,4000,18384,1,12,3,4,80,2,6,2,3,6,3,1,5
45,0,1385,20,2,1,1739,3,79,3,4,4,13496,7501,0,14,3,2,80,0,21,2,3,20,7,4,10
36,0,1403,6,3,1,1740,4,47,3,1,4,3210,20251,0,11,3,3,80,1,16,4,3,15,13,10,11
55,0,452,1,3,1,1741,4,81,3,5,1,19045,18938,0,14,3,3,80,0,37,2,3,36,10,4,13
47,1,666,29,4,1,1742,1,88,3,3,2,11849,10268,1,12,3,4,80,1,10,2,2,10,7,9,9
28,0,1158,9,3,1,1743,4,94,3,1,4,2070,2613,1,23,4,4,80,1,5,3,2,5,2,0,4
37,0,228,6,4,1,1744,3,98,3,2,4,6502,22825,4,14,3,2,80,1,7,5,4,5,4,0,1
21,0,996,3,2,1,1745,4,100,2,1,3,3230,10531,1,17,3,1,80,0,3,4,4,3,2,1,0
37,0,728,1,4,1,1746,1,80,3,3,4,13603,11677,2,18,3,1,80,2,15,2,3,5,2,0,2
35,0,1315,22,3,1,1747,2,71,4,3,2,11996,19100,7,18,3,2,80,1,10,6,2,7,7,6,2
38,0,322,7,2,1,1748,1,44,4,2,1,5605,19191,1,24,4,3,80,1,8,3,3,8,0,7,7
26,0,1479,1,3,1,1749,3,84,3,2,2,6397,26767,1,20,4,1,80,1,6,6,1,6,5,1,4
50,0,797,4,1,1,1750,1,96,3,5,2,19144,15815,3,14,3,1,80,2,28,4,2,10,4,1,6
53,0,1070,3,4,1,1751,3,45,3,4,3,17584,21016,3,16,3,4,80,3,21,5,2,5,3,1,3
42,0,635,1,1,1,1752,2,99,3,2,3,4907,24532,1,25,4,3,80,0,20,3,3,20,16,11,6
29,0,442,2,2,1,1753,2,44,3,2,4,4554,20260,1,18,3,1,80,0,10,3,2,10,7,0,9
55,0,147,20,2,1,1754,2,37,3,2,4,5415,15972,3,19,3,4,80,1,12,4,3,10,7,0,8
26,0,496,11,2,1,1755,1,60,3,2,1,4741,22722,1,13,3,3,80,1,5,3,3,5,3,3,3
37,0,1372,1,3,1,1756,4,42,3,1,4,2115,15881,1,12,3,2,80,0,17,3,3,17,12,5,7
44,1,920,24,3,1,1757,4,43,3,1,3,3161,19920,3,22,4,4,80,1,19,0,1,1,0,0,0
38,0,688,23,4,1,1758,4,82,3,2,4,5745,18899,9,14,3,2,80,1,10,2,3,2,2,1,2
26,1,1449,16,4,1,1759,1,45,3,1,2,2373,14180,2,13,3,4,80,1,5,2,3,3,2,0,2
28,0,1117,8,2,1,1760,4,66,3,1,4,3310,4488,1,21,4,4,80,0,5,3,3,5,3,0,2
49,0,636,10,4,1,1761,3,35,3,5,1,18665,25594,9,11,3,4,80,0,22,4,3,3,2,1,2
36,0,506,3,3,1,1762,3,30,3,2,2,4485,26285,4,12,3,4,80,0,10,2,3,8,0,7,7
