ID,Name,Age,Nationality,Overall,Potential,Value,Wage,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Jersey Number,Joined,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
203002,Kim Kee Hee,28,Korea Republic,69,69,850000,4000,Right,1,3,2,Medium/ High,Normal,RCB,20,27-Feb-18,2019,6.2,172,60,34,69,64,40,35,51,42,63,58,68,67,58,69,56,54,69,71,79,48,66,70,60,55,45,65,68,68,65,10,10,15,8,15
214266,G. Barriga,33,Chile,69,69,400000,2000,Left,1,2,2,High/ Medium,Normal,LB,27,29-Jan-18,2018,5.9,159,72,49,56,69,56,57,52,65,63,68,69,77,73,66,66,63,53,82,66,59,49,68,59,58,55,71,65,58,68,7,7,10,10,15
224251,R. Zentner,23,Germany,69,76,1100000,8000,Right,1,3,1,Medium/ Medium,Stocky,GK,27,17-May-17,2021,6.4,212,17,14,18,30,15,13,14,16,26,19,65,65,30,69,45,23,60,28,81,13,38,18,10,22,25,32,21,17,13,67,67,61,68,73
224507,A. Schenetti,27,Italy,69,69,1100000,2000,Right,1,4,3,Medium/ Medium,Normal,CAM,7,24-Jul-14,2019,5.9,159,64,64,60,71,61,66,55,58,66,69,82,80,79,63,88,68,60,73,61,64,60,58,66,66,55,65,49,61,58,6,9,14,14,7
234747,P. Szymiński,24,Poland,69,77,1300000,2000,Right,1,3,2,Medium/ Medium,Lean,CB,24,02-Aug-17,2020,6.1,168,48,23,66,58,28,56,35,30,53,58,66,63,63,64,68,42,68,71,69,35,61,67,42,47,39,67,74,72,67,14,12,6,14,13
49659,K. Ziani,35,Algeria,69,69,450000,3000,Right,2,3,3,Medium/ Medium,Stocky,RM,10,01-Jul-16,2019,5.7,146,65,60,54,72,66,71,76,79,66,70,68,61,85,66,91,70,74,70,41,65,68,51,69,72,68,70,51,54,48,11,6,15,15,16
228860,H. Jurjus,24,Netherlands,69,74,1000000,5000,Right,1,3,1,Medium/ Medium,Normal,GK,17,,2019,6.2,198,19,14,19,21,12,19,14,19,45,24,49,39,38,68,50,24,71,44,63,12,32,15,11,35,23,49,12,17,16,72,64,65,65,73
222461,Rochinha,23,Portugal,69,76,1500000,4000,Right,1,3,4,Medium/ Medium,Normal,RM,7,01-Jan-17,2019,5.7,150,64,63,35,70,62,73,54,50,59,68,79,77,78,68,82,64,33,69,42,63,41,25,56,62,57,59,59,27,24,9,11,15,14,15
223229,C. Manea,20,Romania,69,81,0,0,Right,1,2,2,Medium/ High,Normal,RB,6,,,6,170,64,26,59,62,54,53,58,55,63,63,73,72,68,67,64,56,68,85,68,41,56,62,53,47,35,60,67,73,65,10,9,6,7,10
235005,O. Kakabadze,23,Georgia,69,76,1200000,6000,Right,1,3,3,Medium/ Medium,Lean,RB,2,30-Aug-18,2021,6.1,168,70,41,58,65,34,75,67,52,63,76,89,86,75,59,56,61,57,73,73,42,70,64,65,62,49,58,58,67,65,8,10,14,10,13
175613,J. Choplin,33,France,69,69,425000,4000,Right,1,3,2,Medium/ Medium,Normal,LCB,24,16-Jul-18,2020,6,183,41,25,68,67,24,62,34,36,68,63,50,52,34,62,56,59,80,74,82,54,73,71,48,50,42,66,63,67,64,6,16,11,9,12
189437,C. Pasquato,28,Italy,69,69,1100000,6000,Right,1,4,4,Medium/ Medium,Lean,CAM,8,20-Jul-17,2019,5.8,154,68,58,38,68,67,70,71,77,62,71,89,76,92,58,81,62,55,65,53,70,48,11,64,63,70,64,23,15,15,3,5,3,8,8
202238,Muralha,25,Brazil,69,71,1300000,6000,Right,1,2,3,Medium/ High,Normal,LDM,88,02-Jul-18,2019,5.9,179,64,66,66,71,58,72,61,60,66,74,70,71,77,67,72,67,81,64,79,72,77,68,72,60,56,70,66,70,67,15,15,10,7,16
211966,M. Romeo,22,Antigua & Barbuda,69,77,1300000,6000,Right,1,3,3,High/ Medium,Lean,RB,12,05-May-15,2021,5.1,161,65,47,57,64,29,68,55,35,61,65,79,79,75,61,72,57,76,75,67,39,60,67,62,63,48,60,68,69,68,8,13,12,15,7
221694,Minhoca,30,Portugal,69,69,1000000,4000,Right,1,4,3,Medium/ Medium,Lean,LW,10,01-Jul-17,2019,5.9,146,70,59,43,72,56,74,63,68,65,73,67,66,82,66,77,70,50,67,52,59,46,30,63,72,57,63,29,39,36,11,14,8,10,9
227838,C. Núñez,25,Uruguay,69,72,1300000,2000,Right,1,3,3,High/ Medium,Stocky,ST,10,10-Jul-18,2019,5.8,165,58,69,56,60,68,71,60,41,54,71,81,79,75,68,76,71,79,63,75,60,57,23,67,58,57,69,26,34,30,6,10,13,13,10
237566,K. Zachariassen,23,Norway,69,75,1400000,2000,Right,1,3,3,High/ High,Lean,LM,17,01-Jan-17,2020,5.11,163,59,64,64,68,61,67,57,51,64,67,78,79,73,69,63,69,74,92,65,63,68,66,68,67,59,59,56,67,64,10,14,11,10,12
178430,N. Frey,34,France,69,69,300000,7000,Right,2,3,2,Low/ Medium,Lean,RB,21,01-Jul-08,2021,6,172,65,42,68,65,44,61,56,43,61,63,54,68,64,70,63,65,79,62,75,51,72,74,61,53,41,75,60,75,72,10,12,7,10,14
182270,W. Sandilands,34,South Africa,69,69,425000,1000,Right,1,3,1,Medium/ Medium,Normal,GK,30,13-Jul-17,2020,5.11,179,13,11,11,19,11,11,10,12,21,35,50,56,57,61,45,11,75,26,72,11,46,22,12,14,37,62,17,15,10,66,73,67,70,68
219647,A. Vuletich,26,Argentina,69,70,1300000,3000,Right,1,3,3,Medium/ Low,Stocky,ST,9,26-Jul-18,2019,6.1,174,48,65,72,59,60,68,45,39,55,66,64,68,55,67,55,72,65,69,85,60,74,34,69,55,65,53,18,28,24,9,11,7,14,15
197376,C. Fandrich,27,Germany,68,69,1000000,4000,Right,1,4,3,Medium/ Medium,Lean,LCM,5,01-Jul-16,2020,5.1,148,58,53,18,69,50,67,67,59,67,70,84,68,86,68,79,59,74,77,33,59,63,54,63,69,50,64,52,56,51,8,6,13,8,7
212224,G. Bueno,24,Uruguay,68,71,1100000,5000,Left,1,3,3,High/ Medium,Normal,LW,7,22-Aug-18,2023,5.9,161,55,72,46,65,63,67,68,53,64,70,80,76,77,64,76,64,52,59,58,65,42,20,59,73,68,72,19,21,16,12,15,7,8,13
189952,K. Çelikay,30,Turkey,68,68,575000,7000,Right,1,1,1,Medium/ Medium,Normal,GK,12,19-Jan-17,2021,6.4,190,13,13,16,29,14,14,14,24,38,20,26,35,31,60,37,12,58,22,61,14,21,25,12,36,17,51,15,14,22,70,67,62,66,70
223746,G. Stewart,28,Scotland,68,68,900000,12000,Left,1,3,3,Medium/ Low,Normal,CF,19,,2019,5.1,161,65,68,58,67,49,68,44,51,60,69,74,77,78,60,74,65,69,57,61,61,61,13,67,68,62,53,45,21,18,12,10,13,9,9
226050,C. Teuchert,21,Germany,68,81,1700000,9000,Right,1,3,3,Medium/ Medium,Normal,ST,23,02-Jan-18,2021,6,176,57,68,60,61,58,73,56,37,44,68,77,79,76,65,72,64,66,69,66,59,50,30,65,49,63,61,24,27,20,8,13,16,11,8
164610,J. Larentowicz,34,United States,68,68,270000,3000,Right,1,3,2,Low/ High,Normal,CDM,18,15-Dec-16,2018,6.1,174,42,54,66,68,48,59,52,70,68,67,50,48,54,68,60,80,68,67,75,58,74,68,50,55,65,68,65,67,65,16,16,12,10,14
193794,Villalibre,20,Spain,68,77,1400000,7000,Left,1,3,3,Medium/ Medium,Stocky,ST,28,01-Jul-15,2019,6,196,34,66,68,55,65,67,53,36,45,64,72,73,72,60,67,78,76,62,86,57,62,31,65,52,70,58,41,19,18,13,15,15,12,14
194050,M. Grün,31,Germany,68,68,550000,6000,Right,1,3,1,Medium/ Medium,Normal,GK,38,03-Sep-18,2020,6.3,190,16,16,12,27,20,11,10,13,26,15,51,50,49,67,42,19,73,38,76,12,44,15,11,39,16,30,12,14,13,70,66,64,68,67
198147,M. van der Maarel,28,Netherlands,68,68,700000,7000,Right,1,3,2,Medium/ Medium,Normal,LB,2,01-Jul-09,2019,5.1,163,56,37,62,57,42,53,42,40,61,63,68,69,70,67,75,58,74,69,64,42,74,73,50,60,50,68,69,72,72,9,8,10,7,8
212483,J. Obiang,24,Gabon,68,70,900000,3000,Left,1,2,3,Medium/ Medium,Normal,LB,17,01-Jul-16,2019,5.7,141,67,52,49,64,46,64,59,36,59,70,80,79,73,64,92,53,72,63,39,49,59,67,64,58,53,67,67,64,65,11,7,7,12,11
223747,S. Kingsley,23,Scotland,68,74,1000000,9000,Left,1,2,3,Medium/ High,Normal,LB,23,23-Aug-17,2020,5.1,170,71,33,58,64,25,67,72,65,56,67,68,71,75,62,74,45,79,64,66,32,60,64,67,55,46,60,68,73,70,11,6,8,14,12
240131,Gabrielzinho,22,Brazil,68,74,1200000,4000,Right,1,3,4,High/ Medium,Normal,RW,26,25-Jul-17,2022,5.7,141,61,56,62,63,52,72,48,44,43,69,86,90,90,65,89,63,64,69,45,48,34,21,65,61,60,64,21,32,26,9,7,9,15,9
216068,F. Poli,29,Italy,68,68,700000,2000,Left,1,3,2,Medium/ High,Lean,LCB,13,01-Aug-10,2020,6.1,165,25,13,73,47,12,43,11,13,39,47,68,65,70,62,62,33,90,71,78,13,60,67,19,24,20,64,65,72,67,12,13,8,10,13
156164,M. Cranie,31,England,68,68,600000,5000,Right,1,3,2,Medium/ High,Normal,CB,28,01-Sep-18,2019,6,172,65,38,68,64,27,59,37,39,53,63,57,64,62,60,63,65,74,75,71,33,66,66,51,56,30,64,69,68,67,7,16,9,9,6
229380,David Rocha,33,Spain,68,68,525000,4000,Right,1,3,3,Medium/ Medium,Normal,RCM,21,04-Jul-18,2020,5.1,170,64,59,55,71,56,64,71,73,70,67,57,53,63,65,70,75,64,76,69,70,74,58,60,70,58,63,59,61,59,12,11,10,13,12
231428,F. Bandinelli,23,Italy,68,76,1300000,16000,Left,1,3,3,Medium/ Medium,Normal,LCM,25,,2019,5.11,163,65,62,64,70,68,68,60,60,67,68,73,71,66,64,86,70,69,72,60,68,61,64,63,68,60,66,54,60,58,10,9,7,15,7
233988,Vágner Norteiro,34,Brazil,68,68,250000,6000,Right,1,3,2,Medium/ Medium,Normal,RB,15,01-Jan-18,2021,5.5,137,66,46,38,68,61,73,70,72,58,61,78,75,87,64,89,67,70,69,31,62,51,69,57,65,55,73,71,61,70,8,11,9,7,9
229381,P. Rojas,26,Colombia,68,68,950000,1000,Right,1,2,2,High/ Medium,Stocky,RM,7,26-Jun-17,2023,5.6,159,66,64,42,66,45,72,39,29,57,54,91,93,83,59,85,64,72,77,46,55,40,22,58,64,66,66,31,24,26,10,7,12,5,11
240133,M. Tchokounté,29,France,68,68,900000,10000,Right,1,2,2,Medium/ Medium,Lean,ST,19,10-Jul-18,2021,6.3,198,40,69,75,62,63,57,55,40,35,64,51,52,52,64,54,67,68,66,89,58,70,17,71,56,66,63,13,21,24,6,13,13,5,13
186117,J. Mutch,26,England,68,69,1000000,19000,Right,1,4,3,Low/ Low,Normal,CM,77,,2018,6,179,68,62,65,70,44,67,72,71,67,70,61,64,63,68,63,74,66,64,69,72,64,63,70,66,67,68,60,59,58,11,13,13,11,8
217606,E. Boateng,24,Ghana,68,73,1200000,3000,Left,1,3,3,High/ High,Stocky,LM,24,14-Jan-16,2018,5.6,154,58,59,30,65,57,69,58,44,50,65,91,90,90,62,92,68,61,65,59,57,56,38,61,65,46,64,41,49,38,10,12,11,12,14
220166,Avto,26,Georgia,68,68,950000,5000,Right,1,3,4,Medium/ Medium,Normal,LW,7,01-Jul-18,2020,5.1,154,59,62,52,63,63,75,49,47,53,70,78,76,73,70,70,74,46,62,61,66,44,27,66,62,57,69,22,28,30,9,14,9,15,12
190982,Alberto Perea,27,Spain,68,68,950000,4000,Right,1,3,3,Medium/ Medium,Lean,CAM,10,17-Jul-17,2020,5.9,152,64,64,52,62,60,68,69,75,65,69,74,74,74,66,71,66,70,63,56,70,44,23,68,62,47,67,35,29,17,13,9,8,6,6
210951,E. Flores,24,Peru,68,74,1200000,4000,Left,1,4,4,Medium/ High,Normal,LM,14,25-Aug-18,2019,5.7,150,67,64,34,62,64,75,65,59,58,69,75,77,88,52,84,58,86,69,56,65,18,34,60,65,62,64,38,42,25,12,10,12,13,13
232711,J. Stage,21,Denmark,68,76,1300000,4000,Right,1,3,3,Medium/ Medium,Normal,RM,14,27-Jan-16,2023,6.2,183,65,59,62,68,48,67,55,40,65,69,71,78,67,61,68,64,61,73,70,56,53,60,66,62,42,62,54,62,60,11,12,5,10,6
183815,G. Flores,32,Mexico,68,68,500000,9000,Right,1,3,3,High/ Medium,Normal,RB,15,20-Jun-17,2021,5.9,165,70,48,70,66,51,65,67,62,64,66,67,68,71,68,53,66,83,67,69,60,76,64,60,60,61,61,67,67,68,14,11,14,11,10
203528,A. Bangoura,26,Guinea,68,69,1100000,8000,Right,1,2,3,Medium/ Low,Lean,RM,19,01-Aug-11,2020,5.9,159,65,62,46,63,58,71,41,45,60,69,87,87,89,54,76,75,72,60,60,57,63,35,64,63,50,59,40,17,21,11,7,7,8,6
143112,P. Lugüercio,36,Argentina,68,68,300000,5000,Right,1,3,3,High/ Medium,Normal,RM,17,01-Jul-17,2019,5.1,174,59,63,64,62,60,67,43,46,58,67,74,90,73,71,73,70,65,68,66,63,73,34,69,67,68,64,65,36,33,7,9,13,12,13
226568,I. Hagi,19,Romania,68,82,0,0,Right,1,4,3,High/ Medium,Normal,CAM,8,,,5.11,154,62,63,53,72,54,68,80,65,63,73,74,70,69,63,69,67,41,68,62,67,57,32,64,59,56,63,38,31,33,6,9,16,15,13
229640,M. Pedersen,21,Denmark,68,77,1200000,4000,Left,1,3,3,High/ Medium,Normal,LWB,5,29-Sep-14,2020,5.1,163,63,43,48,65,46,65,55,37,62,68,87,83,86,60,90,52,91,81,53,34,63,63,62,60,41,60,66,65,60,8,8,7,9,11
245768,J. Lawrence,25,Wales,68,72,975000,7000,Left,1,3,2,High/ Medium,Normal,CB,3,29-Aug-18,2021,6.2,179,59,21,66,65,26,51,27,32,64,62,47,55,51,65,51,45,50,65,76,26,65,66,37,59,34,68,67,70,69,8,10,8,13,10
189192,A. Mazzarani,28,Italy,68,68,900000,2000,Right,1,3,3,High/ Medium,Normal,CAM,32,09-Jul-18,2020,5.11,165,60,55,53,67,63,69,71,69,63,70,75,74,76,67,74,65,71,82,70,67,48,20,64,66,75,69,23,24,20,12,12,9,7,7
204297,A. O'Connor,25,Republic of Ireland,68,70,925000,5000,Right,1,3,2,Medium/ Medium,Normal,RCB,6,01-Jul-18,2021,6.2,170,57,40,66,64,29,60,56,44,58,61,64,75,69,67,71,45,83,79,77,54,70,65,44,55,41,72,66,65,63,11,10,15,7,10
229641,M. Bagayoko,28,Ivory Coast,68,68,0,0,Right,1,3,3,High/ Medium,Lean,RB,18,,,5.9,148,69,21,52,56,26,63,27,33,51,67,76,74,77,61,78,31,70,72,61,25,71,62,56,53,45,58,74,66,70,7,12,8,6,9
46857,M. Pedersen,36,Norway,68,68,280000,2000,Left,2,5,3,Medium/ Medium,Normal,CDM,7,09-Feb-16,2019,6,163,72,64,52,72,64,64,74,69,68,68,41,40,68,73,64,70,69,49,64,66,63,55,66,75,67,75,52,46,43,13,12,13,8,6
199946,Danilo,28,Belgium,68,68,900000,8000,Right,1,3,3,Medium/ Medium,Normal,CAM,10,20-Jan-16,2020,5.8,159,66,62,36,66,61,69,68,70,62,67,82,81,78,67,80,64,67,62,60,65,44,35,62,62,66,60,30,34,28,6,15,15,14,14
205578,P. Ngawa,26,Belgium,68,71,925000,2000,Right,1,3,2,Medium/ Medium,Normal,RB,15,09-Aug-18,2021,6.2,165,59,33,64,57,32,61,39,32,52,62,77,82,71,63,60,56,72,73,72,45,67,64,38,39,41,60,65,70,69,7,14,11,8,9
225034,M. Somma,23,Italy,68,79,1300000,4000,Right,1,3,2,Medium/ High,Normal,CB,12,23-Aug-18,2020,6,170,53,24,68,58,37,57,36,24,53,57,68,63,59,61,64,51,76,68,72,39,63,63,24,50,20,61,68,70,70,11,7,15,10,8
186122,B. Webster,31,England,68,68,600000,6000,Right,1,3,2,Medium/ Medium,Normal,CB,17,01-Jul-14,2019,6.3,194,24,35,67,59,25,41,31,42,57,57,52,50,46,53,33,44,65,52,88,44,81,60,38,42,49,58,65,66,64,16,8,8,16,11
156683,S. Holmén,34,Sweden,68,68,425000,3000,Right,1,4,3,High/ High,Normal,LCM,8,15-Jul-17,2021,5.1,159,64,61,64,70,59,64,61,65,67,66,68,65,67,73,64,70,68,66,67,71,70,63,64,64,60,63,66,68,66,8,10,16,6,7
159499,M. Zambelli,32,Italy,68,68,500000,2000,Right,1,3,3,Medium/ Medium,Normal,RM,13,11-Jan-18,2020,6,170,62,46,60,60,40,65,51,43,59,63,64,66,68,66,74,61,72,80,73,59,70,74,56,50,42,72,63,72,68,9,8,13,15,15
239627,A. Zreľák,24,Slovakia,68,73,1200000,9000,Left,1,4,3,Medium/ Medium,Normal,ST,11,07-Jul-17,2021,6,174,38,68,73,48,69,59,45,41,39,64,68,69,65,64,65,70,67,63,77,57,71,25,69,43,68,58,27,26,19,13,14,7,10,7
176907,C. Canío,37,Chile,68,68,300000,1000,Right,1,4,3,Medium/ Low,Normal,CAM,7,01-Jul-15,2018,5.9,165,57,65,47,73,53,70,78,75,66,70,43,56,69,58,58,64,60,63,65,66,46,36,70,70,66,75,35,32,41,16,13,12,11,15
245259,Kaio Pantaleão,22,Brazil,68,73,1000000,2000,Right,1,2,2,Medium/ Medium,Normal,CDM,17,01-Jul-18,2021,6,168,41,33,59,73,28,48,29,27,73,66,49,48,63,58,61,59,64,53,70,47,69,70,26,55,29,59,70,69,61,7,10,7,7,12
199692,H. Mier,28,Mexico,68,69,825000,5000,Right,1,3,2,Medium/ High,Lean,RCB,27,01-Jan-17,2022,6,161,49,37,72,63,34,56,41,35,55,55,57,68,66,68,63,53,72,61,73,47,62,64,45,56,49,62,65,67,67,12,12,7,15,13
201484,P. McEleney,25,Northern Ireland,68,71,1100000,2000,Right,1,4,3,Medium/ Medium,Normal,CAM,11,02-Jul-18,2021,5.11,185,58,63,56,65,60,75,64,59,58,66,71,80,87,59,67,64,58,70,68,66,46,53,63,66,61,61,57,55,47,7,11,12,8,15
205068,Cristiano,27,Portugal,68,70,725000,2000,Right,1,2,1,Medium/ Medium,Normal,GK,1,03-Jul-17,2020,6.4,194,18,15,17,26,18,16,12,17,19,20,27,33,37,63,30,35,50,37,85,20,31,24,18,40,21,21,9,10,15,65,68,64,73,65
211212,A. Oueslati,26,Tunisia,68,69,1100000,11000,Right,1,3,4,High/ High,Lean,CAM,10,15-Jul-17,2020,6,165,69,61,50,72,53,67,67,61,65,74,67,68,71,69,63,62,64,73,70,56,62,67,64,64,63,63,37,61,63,8,11,9,11,6
220940,C. Brannagan,22,England,68,77,1400000,5000,Right,1,3,3,High/ Medium,Normal,LCM,8,11-Jan-18,2021,5.11,157,68,58,53,71,52,63,72,74,73,64,63,65,69,63,67,74,62,69,63,67,75,61,63,72,53,67,54,64,66,12,7,8,8,12
224524,E. Burgos,26,Argentina,68,72,950000,4000,Right,1,3,2,Low/ Medium,Lean,RCB,4,07-Jul-17,2019,6.3,176,32,23,67,58,29,48,33,26,45,54,41,38,49,66,38,58,43,69,85,27,69,69,32,29,54,57,66,69,67,15,9,13,7,12
163340,D. Graham,32,England,68,68,725000,18000,Right,2,3,2,Medium/ Medium,Normal,ST,10,01-Jul-16,2019,6,192,58,72,72,63,60,61,57,41,61,71,38,41,57,65,55,74,72,48,83,68,76,45,70,63,69,74,48,43,41,11,8,14,13,7
206605,A. Aosman,23,Syria,68,73,1200000,7000,Right,1,3,3,Medium/ Medium,Normal,RF,10,07-Jul-15,2019,5.9,165,62,60,39,69,59,69,73,52,66,68,83,73,77,62,85,68,68,67,61,65,72,42,58,65,62,63,47,30,26,8,8,15,9,8
224013,Sergi Canós,21,Spain,68,74,1200000,14000,Right,1,3,3,High/ High,Normal,RW,7,31-Jan-17,2022,5.9,165,64,64,51,61,56,73,51,55,50,65,74,70,76,65,84,70,52,56,65,65,75,58,68,70,55,62,45,55,50,7,8,15,15,15
230413,Mauriçio Clerez,26,Brazil,68,68,775000,5000,Right,1,3,2,Medium/ Medium,Normal,CB,19,01-Jan-18,2021,6.2,179,58,40,69,65,44,56,53,56,54,51,64,56,59,60,55,59,62,58,76,47,57,59,48,49,47,61,80,68,66,12,15,16,8,8
236301,Koke Vegas,22,Spain,68,77,1000000,6000,Right,1,3,1,Medium/ Medium,Normal,GK,1,01-Jul-16,2020,6.2,194,13,12,15,12,15,11,13,12,20,10,52,52,60,65,42,21,62,34,55,15,30,12,10,42,11,48,16,12,10,72,69,60,65,66
179725,J. Sainati,29,France,68,68,700000,4000,Right,1,2,2,Medium/ High,Normal,LCB,4,01-Jul-18,2020,6,172,56,30,63,63,12,33,48,22,59,53,68,69,60,60,59,34,73,76,85,29,75,62,39,38,37,57,64,67,66,7,9,10,6,8
206606,P. Hofmann,25,Germany,68,73,1200000,3000,Left,1,2,2,Medium/ High,Normal,ST,9,23-Jan-18,2020,6.5,198,28,63,76,63,60,58,46,31,47,64,45,65,46,65,34,80,54,60,91,62,67,23,67,53,59,71,24,34,21,14,10,15,11,15
222734,Kang Sang Woo,24,Korea Republic,68,72,975000,3000,Right,1,3,3,High/ Medium,Lean,LB,17,01-Jan-14,2018,5.9,137,66,61,50,66,45,63,46,47,49,63,78,81,80,66,74,79,43,65,60,42,33,64,69,57,55,54,67,67,65,12,16,15,12,9
231950,V. Jugović,28,Croatia,68,68,900000,4000,Right,1,4,3,High/ Medium,Normal,CM,8,06-Jan-17,2020,5.1,152,55,64,55,70,46,66,44,55,64,69,75,71,72,66,70,65,84,75,64,63,64,60,68,68,63,58,65,60,58,9,10,10,14,13
233998,Márcio Velinha,30,Brazil,68,68,575000,5000,Right,1,2,1,Medium/ Medium,Normal,GK,12,01-Jan-18,2021,6.2,190,14,12,18,21,7,14,15,11,20,20,37,41,44,62,49,26,60,31,72,20,44,10,10,60,26,58,13,8,12,69,62,75,65,73
228111,R. Curtis,22,Republic of Ireland,68,79,1500000,5000,Right,1,4,4,High/ High,Lean,LW,11,09-Jun-18,2020,6,170,63,67,51,59,52,71,60,53,50,69,84,86,80,62,62,58,72,84,67,64,78,38,58,64,53,66,30,45,43,10,14,12,14,8
227600,J. Andersson,21,Sweden,68,76,1100000,6000,Right,1,4,3,High/ Medium,Lean,RWB,6,02-Jul-18,2023,5.1,150,64,42,39,66,46,64,67,41,61,65,82,82,75,61,74,54,62,80,56,40,70,65,47,51,45,62,61,61,64,7,13,6,13,13
239120,F. Uzoho,19,Nigeria,68,82,1600000,1000,Right,1,3,1,Medium/ Medium,Lean,GK,28,,2019,6.5,201,13,9,13,37,9,10,14,13,24,12,26,30,32,62,26,32,53,45,51,8,22,22,10,42,11,48,11,13,11,66,70,71,69,67
243984,A. Hammoudan,26,Morocco,68,68,950000,9000,Right,1,4,4,High/ Low,Lean,RM,27,01-Jul-12,2020,5.9,148,63,63,65,64,59,73,63,55,58,68,84,79,73,60,72,72,50,66,62,56,47,15,65,58,60,61,33,19,14,12,11,14,7,11
215569,Unai García,25,Spain,68,73,1000000,4000,Left,1,3,2,Low/ Medium,Normal,RCB,15,01-Jul-11,2020,6.1,179,54,39,67,69,27,45,26,47,62,64,66,74,58,60,64,57,89,87,77,31,67,66,39,51,42,63,55,70,68,13,16,11,14,12
221969,F. Mladenović,26,Serbia,68,69,850000,4000,Left,1,3,3,Medium/ Medium,Lean,LB,22,01-Feb-18,2020,5.11,143,69,37,56,66,55,64,64,45,65,66,74,72,71,66,68,67,64,78,58,63,71,67,61,48,42,62,59,67,67,15,8,13,11,14
202770,C. Ripley,25,England,68,73,850000,14000,Right,1,3,1,Medium/ Medium,Stocky,GK,30,,2019,6.3,212,11,11,14,33,14,11,13,11,28,23,34,35,27,56,38,20,50,21,38,20,16,19,12,45,14,33,14,12,15,69,69,67,68,70
212242,R. Andrich,23,Germany,68,73,1200000,5000,Right,1,3,3,High/ Medium,Lean,CM,8,01-Jul-18,2019,6.2,183,66,50,59,73,38,65,69,74,68,69,64,66,56,64,57,75,65,76,77,61,71,61,60,65,56,64,59,66,60,7,9,10,13,15
222226,V. Bozhikov,30,Bulgaria,68,68,0,0,Left,1,3,2,Medium/ High,Normal,LB,15,,,6.1,176,65,37,60,60,30,42,28,24,49,55,68,66,70,63,69,26,80,66,77,38,67,66,49,39,35,61,64,73,70,7,12,7,11,9
239378,K. Sierhuis,20,Netherlands,68,78,1500000,6000,Right,1,3,2,High/ High,Stocky,ST,39,01-Jul-16,2021,5.11,185,40,75,68,58,68,55,59,52,44,63,55,64,53,53,72,75,77,74,80,66,52,20,74,55,70,58,36,19,15,13,8,12,8,10
203283,A. Escoto,25,Mexico,68,71,1100000,10000,Left,1,3,3,Medium/ Medium,Lean,ST,11,01-Jul-18,2019,5.11,154,62,69,65,63,41,68,44,33,57,71,73,73,70,68,57,62,59,65,67,62,52,44,69,57,60,62,19,23,14,13,15,15,14,6
214291,C. Rodríguez,23,Chile,68,73,1000000,2000,Right,1,3,3,Medium/ Medium,Lean,RB,29,04-Aug-16,2018,5.7,146,68,32,54,66,32,64,58,34,64,73,73,74,70,62,68,45,65,71,72,48,63,64,62,56,36,62,67,68,64,14,11,14,8,16
176403,Lee Keun Ho,33,Korea Republic,68,68,575000,4000,Left,1,4,2,High/ Medium,Normal,ST,8,12-Jul-18,2021,5.9,163,60,65,61,63,55,62,61,56,63,64,59,77,77,71,74,68,67,61,78,52,53,54,75,66,62,69,26,35,33,6,15,13,15,6
183315,D. González,35,Colombia,68,68,210000,1000,Right,1,2,1,Medium/ Medium,Normal,GK,22,04-Feb-15,2018,6.4,185,12,12,11,23,13,11,14,18,22,25,34,37,44,63,26,20,62,26,72,12,44,24,15,34,15,45,22,11,12,66,69,66,71,66
165908,Oh Beom Seok,33,Korea Republic,68,68,350000,3000,Right,1,3,2,Medium/ High,Normal,LDM,14,06-Jan-17,2023,5.11,170,65,53,56,65,53,61,52,51,63,65,69,70,68,71,66,65,76,75,80,66,71,68,59,68,67,63,69,69,64,13,10,8,11,6
240916,D. Ljubicic,20,Austria,68,79,1400000,5000,Right,1,3,3,Medium/ High,Normal,LDM,39,10-Jul-17,2021,6.1,163,68,62,65,69,48,66,58,42,66,68,68,72,71,67,57,61,69,75,65,61,63,65,54,54,42,57,65,68,65,11,14,12,5,8
176916,G. Abán,31,Argentina,68,68,800000,2000,Right,1,3,2,Medium/ Medium,Normal,RW,18,16-Jul-17,2021,5.1,179,53,69,70,70,55,63,60,58,56,68,73,67,75,57,62,72,60,58,67,62,39,48,65,61,71,49,37,35,22,7,7,6,8,10
146453,Raúl Cámara,34,Spain,68,68,250000,4000,Right,1,3,3,High/ High,Lean,RB,23,01-Jul-13,2019,5.7,141,66,45,52,68,40,64,56,40,53,63,81,87,89,65,71,59,82,75,71,45,72,57,54,58,49,60,70,64,64,8,15,10,13,15
219413,E. Velasco,26,Colombia,68,69,850000,2000,Left,1,3,2,Medium/ Medium,Normal,LB,23,,2019,5.1,172,65,23,63,58,23,59,30,29,51,63,76,78,67,55,66,32,70,87,78,26,49,68,24,46,39,45,59,64,67,7,8,9,12,11
