Observation,Dist_Taxi,Dist_Market,Dist_Metro,Store_Area,Items_Available,Coupon_Category,Daily_Customer_Count,Store_Sales
776,5947.0,12991.0,10227.0,854.0,1018.0,CAT A,660,77740
777,7374.0,11516.0,14480.0,1450.0,1728.0,CAT C,930,38560
778,9404.0,11783.0,13882.0,1474.0,1776.0,CAT A,1020,51990
779,11446.0,12213.0,16569.0,1524.0,1819.0,CAT C,1190,39970
780,7805.0,9491.0,13544.0,1361.0,1638.0,CAT B,1140,46040
781,7684.0,7671.0,13192.0,1398.0,1683.0,CAT B,490,49500
782,7646.0,11556.0,12778.0,1085.0,1308.0,CAT B,1170,76670
783,8618.0,10717.0,12286.0,1660.0,1979.0,CAT C,480,75800
784,8104.0,10396.0,15870.0,1648.0,2017.0,CAT A,930,81720
785,11243.0,10747.0,15220.0,1453.0,1749.0,CAT B,890,58440
786,11436.0,11270.0,15073.0,1323.0,1591.0,CAT A,680,85720
787,12794.0,11457.0,16229.0,1385.0,1643.0,CAT C,740,70940
788,12095.0,9405.0,14191.0,1250.0,1506.0,CAT B,990,62420
789,9585.0,14223.0,15252.0,1389.0,1683.0,CAT B,680,56880
790,12262.0,12066.0,13268.0,1486.0,1758.0,CAT A,820,101820
791,7376.0,12607.0,11282.0,1655.0,1993.0,CAT A,440,86890
792,14470.0,14517.0,18178.0,1645.0,1963.0,CAT C,900,47300
793,10178.0,7223.0,14855.0,1464.0,1771.0,CAT C,1080,31270
794,10532.0,12849.0,17962.0,1197.0,1428.0,CAT B,830,65410
796,7089.0,11023.0,13672.0,1878.0,2264.0,CAT A,310,54200
797,6944.0,12427.0,12710.0,1150.0,1378.0,CAT A,730,67390
798,4937.0,9926.0,12712.0,1562.0,1881.0,CAT B,740,54530
799,9240.0,9365.0,13101.0,1596.0,1939.0,CAT A,960,79760
800,8055.0,7191.0,12428.0,1119.0,1345.0,CAT A,790,78060
801,8872.0,12192.0,14561.0,1116.0,1347.0,CAT A,700,74080
802,8284.0,13014.0,14525.0,1934.0,2349.0,CAT C,750,52990
803,6710.0,11558.0,12516.0,1299.0,1540.0,CAT A,590,70580
804,11033.0,9554.0,16471.0,1417.0,1689.0,CAT C,570,34310
805,8603.0,11358.0,12631.0,1235.0,1503.0,CAT A,660,74160
806,8975.0,12811.0,15983.0,1497.0,1815.0,CAT B,700,59190
807,5076.0,12426.0,13916.0,1430.0,1704.0,CAT C,1070,43370
808,8016.0,11723.0,14084.0,1537.0,1877.0,CAT C,660,17670
809,10888.0,12334.0,13248.0,1444.0,1742.0,CAT B,840,56710
810,11162.0,17227.0,15805.0,1477.0,1798.0,CAT C,850,59820
811,8221.0,10396.0,12215.0,1041.0,1246.0,CAT C,600,36190
813,3228.0,9427.0,8678.0,1226.0,1472.0,CAT A,710,60440
814,6477.0,12491.0,12168.0,1489.0,1783.0,CAT A,450,75300
815,5736.0,8874.0,9142.0,1549.0,1871.0,CAT B,740,74080
816,7404.0,8906.0,8603.0,1073.0,1280.0,CAT C,1240,60440
817,3003.0,7425.0,8635.0,1473.0,1785.0,CAT A,570,80720
818,8912.0,8622.0,12611.0,2013.0,2396.0,CAT C,580,47060
819,4035.0,5870.0,10523.0,1975.0,2368.0,CAT A,450,86830
820,8995.0,10230.0,13308.0,1561.0,1877.0,CAT A,790,56790
821,5424.0,6768.0,10459.0,1427.0,1723.0,CAT A,1040,67090
822,7223.0,14785.0,15856.0,1441.0,1747.0,CAT C,670,44370
823,8130.0,11848.0,13787.0,1275.0,1548.0,CAT A,370,82970
824,9054.0,10247.0,13668.0,1574.0,1876.0,CAT A,620,56230
825,8606.0,14626.0,14267.0,1511.0,1791.0,CAT B,1010,53760
826,10896.0,12078.0,13838.0,1428.0,1713.0,CAT C,550,55390
827,8085.0,14677.0,14071.0,1388.0,1672.0,CAT A,800,73500
828,8574.0,13442.0,14039.0,1057.0,1280.0,CAT C,610,41050
829,7921.0,9155.0,13610.0,1440.0,1747.0,CAT B,1090,67320
830,7929.0,13867.0,14846.0,1349.0,1610.0,CAT B,700,65890
831,12772.0,16247.0,17250.0,1536.0,1808.0,CAT C,830,56380
832,11719.0,11627.0,16141.0,2019.0,2420.0,CAT B,850,85670
833,7256.0,6832.0,11747.0,1236.0,1508.0,CAT B,1260,70830
834,8441.0,10093.0,13715.0,1436.0,1715.0,CAT B,1030,48180
835,8607.0,8125.0,10064.0,1862.0,2248.0,CAT B,1160,51910
836,8598.0,5134.0,9461.0,1200.0,1442.0,CAT C,880,44320
837,8952.0,10380.0,13594.0,1360.0,1650.0,CAT A,420,58940
838,10180.0,11465.0,14967.0,1722.0,2078.0,CAT A,770,73610
839,7613.0,12937.0,12438.0,1577.0,1902.0,CAT C,910,54060
840,8681.0,13158.0,15062.0,1850.0,2214.0,CAT A,1110,85000
841,3286.0,10258.0,10623.0,1447.0,1730.0,CAT C,510,49030
842,6233.0,11562.0,9659.0,1496.0,1800.0,CAT A,780,63300
843,11977.0,9765.0,13321.0,1679.0,2008.0,CAT A,790,84300
844,8826.0,7816.0,15012.0,994.0,1194.0,CAT A,1090,81390
845,10410.0,13110.0,16559.0,1354.0,1635.0,CAT A,1270,95900
847,9418.0,9913.0,14103.0,1597.0,1918.0,CAT A,1260,71830
848,8740.0,10899.0,13447.0,1873.0,2252.0,CAT C,330,79310
849,9847.0,12288.0,15977.0,1218.0,1459.0,CAT A,540,87890
850,8339.0,9392.0,10785.0,1458.0,1746.0,CAT C,720,48610
851,9721.0,10530.0,14692.0,1546.0,1860.0,CAT A,670,73160
852,6988.0,11932.0,12292.0,1608.0,1962.0,CAT B,770,36280
853,4494.0,9538.0,10227.0,1822.0,2160.0,CAT B,860,49720
854,8216.0,11665.0,12694.0,1716.0,2038.0,CAT B,410,44400
855,146.0,1666.0,3227.0,1072.0,1296.0,CAT C,900,47590
856,10550.0,15272.0,16738.0,1330.0,1604.0,CAT C,480,51460
857,4894.0,7778.0,11048.0,1588.0,1892.0,CAT C,540,57750
858,9154.0,10416.0,16288.0,1425.0,1733.0,CAT B,760,66000
859,7756.0,9038.0,10210.0,1778.0,2133.0,CAT B,280,45950
860,10662.0,12056.0,16089.0,1363.0,1630.0,CAT C,1120,53900
861,4385.0,7297.0,9569.0,1609.0,1928.0,CAT C,160,37920
862,3284.0,7836.0,9240.0,1671.0,2024.0,CAT B,620,63100
863,10593.0,10246.0,15143.0,1379.0,1636.0,CAT C,440,36770
864,12181.0,15244.0,16983.0,1218.0,1452.0,CAT C,870,43910
865,5663.0,11526.0,9346.0,1724.0,2101.0,CAT B,900,66390
866,3800.0,8105.0,9028.0,986.0,1179.0,CAT B,710,59160
867,6486.0,4644.0,9312.0,1330.0,1606.0,CAT C,590,38510
868,7216.0,12943.0,12133.0,1437.0,1725.0,CAT B,910,46220
869,7873.0,11161.0,13081.0,1327.0,1609.0,CAT C,1320,41500
871,4966.0,8278.0,11349.0,1651.0,2009.0,CAT B,1000,58160
872,8062.0,9702.0,13106.0,1211.0,1462.0,CAT B,670,38530
873,5000.0,12943.0,14131.0,1916.0,2277.0,CAT B,610,55880
874,9858.0,11997.0,16321.0,1638.0,1937.0,CAT A,1050,70940
875,9855.0,11962.0,15007.0,1172.0,1413.0,CAT B,480,53940
876,9997.0,12349.0,13043.0,1350.0,1606.0,CAT A,770,43030
877,11090.0,10120.0,14193.0,1528.0,1843.0,CAT C,340,59820
878,5925.0,9388.0,9735.0,1305.0,1557.0,CAT B,580,55500
879,10071.0,12531.0,16707.0,1463.0,1751.0,CAT B,900,49990
880,9755.0,13857.0,15011.0,1409.0,1727.0,CAT B,700,42980
881,7234.0,11952.0,14681.0,1419.0,1743.0,CAT A,860,65970
882,6916.0,7956.0,11608.0,1535.0,1819.0,CAT A,540,59290
883,8487.0,13020.0,15515.0,1474.0,1745.0,CAT A,970,63020
884,13354.0,13720.0,14403.0,919.0,1099.0,CAT B,1560,73810
885,7315.0,14823.0,12817.0,2067.0,2492.0,CAT C,790,70230
886,11751.0,12708.0,15442.0,1977.0,2362.0,CAT B,1020,59950
887,6189.0,12084.0,11926.0,1293.0,1558.0,CAT A,790,78100
888,8572.0,9942.0,14479.0,1477.0,1790.0,CAT C,880,16370
889,11103.0,12451.0,17711.0,1582.0,1906.0,CAT A,550,92640
890,11581.0,11561.0,15935.0,1481.0,1789.0,CAT B,550,63540
891,10396.0,14997.0,15491.0,1214.0,1455.0,CAT A,950,87220
892,7647.0,7118.0,8842.0,1206.0,1460.0,CAT B,810,41990
893,9866.0,10124.0,14776.0,1653.0,1982.0,CAT A,390,79410
894,10191.0,9752.0,14157.0,1152.0,1393.0,CAT B,860,54380
895,8320.0,11644.0,12967.0,1458.0,1757.0,CAT A,850,58600
896,6096.0,8908.0,12009.0,1249.0,1510.0,CAT B,660,48950
897,6630.0,10006.0,10402.0,1939.0,2333.0,CAT B,830,40670
898,6208.0,10158.0,11935.0,1591.0,1919.0,CAT B,640,52340
899,5243.0,7079.0,8592.0,1180.0,1397.0,CAT C,750,39140
900,10208.0,12161.0,16663.0,1846.0,2195.0,CAT C,1170,41090
901,8475.0,8742.0,12781.0,780.0,951.0,CAT C,790,25600
902,11805.0,13503.0,16890.0,1565.0,1854.0,CAT A,900,100900
903,11304.0,17958.0,19046.0,1648.0,1959.0,CAT A,370,77080
904,7767.0,13460.0,9901.0,1775.0,2104.0,CAT A,980,105150
905,12834.0,11668.0,17029.0,1439.0,1732.0,CAT A,1170,80580
906,6171.0,5639.0,10068.0,1487.0,1776.0,CAT C,800,46230
907,10172.0,12781.0,14850.0,1800.0,2158.0,CAT A,1100,98260
908,7821.0,14264.0,15354.0,1690.0,2024.0,CAT A,1070,75930
909,11264.0,12005.0,13876.0,1209.0,1452.0,CAT C,830,52050
910,7124.0,11688.0,12853.0,1859.0,2222.0,CAT A,1210,87000
911,4775.0,6455.0,7672.0,1691.0,2023.0,CAT B,540,60270
912,8650.0,11399.0,11434.0,1259.0,1493.0,CAT A,100,88270
913,7550.0,12641.0,14060.0,1771.0,2138.0,CAT B,820,57820
914,8979.0,10075.0,13734.0,1205.0,1468.0,CAT B,1210,61210
915,9652.0,9102.0,12608.0,1792.0,2131.0,CAT A,810,76420
917,8929.0,12396.0,12930.0,1263.0,1516.0,CAT A,780,70980
918,9866.0,11461.0,15834.0,1344.0,1605.0,CAT A,1160,76740
919,10022.0,12911.0,16307.0,1819.0,2187.0,CAT B,590,47920
920,6741.0,11479.0,11152.0,1357.0,1625.0,CAT A,1140,52160
921,10840.0,11137.0,15466.0,1396.0,1673.0,CAT C,690,32740
922,9205.0,10418.0,14496.0,1118.0,1337.0,CAT A,560,72270
923,9538.0,11551.0,12839.0,1655.0,1986.0,CAT B,1150,77430
924,11786.0,13969.0,15519.0,1156.0,1398.0,CAT A,140,92370
925,9615.0,7904.0,12521.0,1451.0,1734.0,CAT C,670,34880
926,7176.0,5779.0,12382.0,1539.0,1829.0,CAT B,650,46580
927,10915.0,17486.0,15964.0,1549.0,1851.0,CAT C,1220,70620
928,12176.0,8518.0,15673.0,1582.0,1910.0,CAT C,1080,66390
929,7214.0,8717.0,10553.0,1387.0,1663.0,CAT A,850,82080
930,7423.0,11708.0,13220.0,1200.0,1436.0,CAT A,1060,76440
931,15082.0,14700.0,19617.0,1299.0,1560.0,CAT B,770,96610
932,9297.0,12537.0,14418.0,1174.0,1429.0,CAT C,1110,54340
