,employee_id,department,education,gender,no_of_trainings,age,last_promotion_rating,employee_since_years,all_tasks_completed,training_marks,is_promoted
32733,2030002,Analytics,Bachelor's,m,1,34,3,5,0,82,0
32734,2030003,Sales & Marketing,Bachelor's,m,1,32,2,7,1,50,0
32735,2030004,Sales & Marketing,Bachelor's,m,1,35,2,13,0,51,0
32736,2030005,Operations,Master's & above,m,1,42,3,12,0,56,0
32737,2030006,Sales & Marketing,Bachelor's,m,1,25,4,4,0,53,0
32738,2030007,HR,Bachelor's,m,1,31,3,6,0,48,0
32739,2030008,HR,Bachelor's,m,1,40,2,10,0,51,0
32740,2030009,Procurement,Master's & above,m,1,40,5,12,0,67,0
32741,2030010,Technology,Bachelor's,f,1,37,4,3,1,81,0
32742,2030011,Operations,Bachelor's,m,1,34,5,4,1,60,0
32743,2030012,Analytics,Bachelor's,m,1,34,3,6,1,89,0
32744,2030013,Sales & Marketing,Master's & above,m,1,44,3,4,0,52,0
32745,2030014,Sales & Marketing,Master's & above,m,1,30,3,7,1,51,0
32747,2030015,Procurement,Master's & above,m,1,35,5,8,1,66,0
32748,2030016,Legal,Bachelor's,m,1,41,5,9,0,58,0
32749,2030017,Sales & Marketing,Master's & above,m,1,29,3,5,0,48,0
32750,2030018,HR,Master's & above,m,1,33,1,4,0,54,0
32751,2030019,Analytics,Bachelor's,m,2,32,3,6,0,82,0
32752,2030020,Sales & Marketing,Master's & above,m,1,51,4,7,0,52,0
32753,2030021,Sales & Marketing,Bachelor's,f,1,29,2,2,0,51,0
32754,2030022,Sales & Marketing,Bachelor's,m,1,36,5,9,0,51,0
32755,2030023,Procurement,Bachelor's,f,1,27,3,2,1,72,0
32756,2030024,Technology,Bachelor's,m,2,38,5,6,1,77,0
32757,2030025,Operations,Master's & above,f,1,39,5,4,1,56,1
32758,2030026,Sales & Marketing,Master's & above,m,1,44,3,15,0,50,0
32759,2030027,Analytics,Bachelor's,m,1,29,4,6,1,85,0
32760,2030028,Procurement,Bachelor's,m,3,26,3,2,0,71,0
32761,2030029,Technology,Bachelor's,m,1,32,3,10,1,79,1
32764,2030030,Finance,Bachelor's,m,1,32,5,6,1,60,1
32765,2030031,Sales & Marketing,Bachelor's,m,1,36,5,3,0,63,1
32766,2030032,Sales & Marketing,Master's & above,m,1,39,4,3,0,51,0
32767,2030033,Sales & Marketing,Bachelor's,m,1,31,4,3,0,49,0
32768,2030034,Sales & Marketing,Master's & above,m,1,32,1,5,0,47,0
32769,2030035,Operations,Bachelor's,m,3,38,5,6,1,60,0
32770,2030036,Operations,Bachelor's,m,1,28,5,1,0,70,1
32771,2030037,Sales & Marketing,Master's & above,f,1,35,3,10,1,51,0
32772,2030038,Procurement,Bachelor's,f,1,37,3,6,1,70,0
32773,2030039,Operations,Bachelor's,m,1,53,4,4,1,59,0
32774,2030040,R&D,Bachelor's,f,1,28,3,4,1,83,0
32775,2030041,Technology,Bachelor's,m,1,39,1,7,0,80,0
32776,2030042,Operations,Master's & above,m,1,40,2,7,0,62,0
32777,2030043,Sales & Marketing,Bachelor's,m,1,28,5,2,1,44,0
32778,2030044,Legal,Bachelor's,m,1,33,2,7,0,64,0
32779,2030045,Operations,Bachelor's,m,1,35,5,6,1,59,0
32780,2030046,R&D,Bachelor's,m,2,32,5,6,0,85,0
32781,2030047,Operations,Master's & above,m,1,51,5,9,1,58,1
32782,2030048,Sales & Marketing,Bachelor's,m,1,36,1,3,0,48,0
32783,2030049,Procurement,Bachelor's,m,1,36,5,2,1,71,0
32784,2030050,Operations,Bachelor's,m,1,37,5,10,0,60,0
32785,2030051,Operations,Bachelor's,f,1,36,5,5,1,54,0
32786,2030052,Operations,Master's & above,m,1,43,3,17,1,60,0
32787,2030053,Finance,Bachelor's,m,1,30,4,4,1,58,0
32788,2030054,Legal,Bachelor's,m,1,28,4,2,1,58,0
32789,2030055,Technology,Bachelor's,f,1,38,3,9,0,82,0
32790,2030056,Operations,Bachelor's,f,1,44,3,5,0,62,0
32791,2030057,Technology,Bachelor's,f,1,33,1,3,0,80,0
32792,2030058,Procurement,Bachelor's,m,1,34,3,5,1,73,1
32794,2030059,Technology,Bachelor's,m,2,27,3,3,0,80,0
32795,2030060,Sales & Marketing,Bachelor's,m,1,39,5,6,1,49,0
32796,2030061,Technology,Bachelor's,f,1,30,1,3,0,78,0
32799,2030062,Operations,Master's & above,m,1,35,5,6,0,60,0
32800,2030063,Sales & Marketing,Bachelor's,m,1,52,5,22,0,46,0
32801,2030064,Operations,Bachelor's,m,1,31,4,5,0,57,0
32802,2030065,R&D,Master's & above,m,1,30,5,5,1,84,0
32803,2030066,Sales & Marketing,Bachelor's,f,1,28,4,5,1,55,0
32804,2030067,Sales & Marketing,Bachelor's,m,1,31,2,4,0,47,0
32805,2030068,HR,Master's & above,m,1,35,5,10,1,52,0
32806,2030069,Analytics,Bachelor's,m,1,34,3,8,0,78,0
32807,2030070,Sales & Marketing,Bachelor's,f,1,38,2,12,0,48,0
32808,2030071,Analytics,Bachelor's,m,2,27,3,5,1,88,0
32809,2030072,Sales & Marketing,Bachelor's,m,2,35,5,9,0,50,0
32810,2030073,Procurement,Master's & above,m,2,54,3,16,0,68,0
32811,2030074,Sales & Marketing,Bachelor's,m,3,28,3,2,0,54,0
32812,2030075,R&D,Bachelor's,m,1,34,4,8,0,89,0
32813,2030076,Finance,Master's & above,m,2,34,5,6,1,59,0
32814,2030077,Operations,Bachelor's,m,1,30,3,3,0,57,0
32815,2030078,Analytics,Bachelor's,m,1,29,3,5,0,84,0
32816,2030079,Sales & Marketing,Bachelor's,m,1,22,5,2,0,52,0
32817,2030080,Operations,Bachelor's,f,1,36,5,7,1,58,0
32819,2030081,Sales & Marketing,Master's & above,m,2,53,3,9,0,51,0
32821,2030082,Technology,Bachelor's,m,2,30,2,4,0,79,0
32822,2030083,Operations,Master's & above,m,1,37,4,8,0,61,0
32823,2030084,Legal,Bachelor's,f,1,28,5,3,1,61,0
32824,2030085,Procurement,Bachelor's,m,3,24,3,2,1,71,1
32825,2030086,Sales & Marketing,Bachelor's,m,1,33,3,8,0,46,0
32826,2030087,Technology,Master's & above,m,1,32,3,6,0,84,0
32827,2030088,Sales & Marketing,Bachelor's,m,1,35,5,7,1,51,0
32829,2030089,Procurement,Bachelor's,m,2,33,3,2,1,67,0
32830,2030090,R&D,Bachelor's,m,2,32,3,3,0,89,0
32831,2030091,Technology,Bachelor's,m,1,28,5,3,1,79,1
32832,2030092,Analytics,Bachelor's,m,2,29,5,4,0,84,0
32833,2030093,Procurement,Master's & above,m,1,41,3,7,0,85,1
32834,2030094,Technology,Bachelor's,m,1,24,3,2,0,88,0
32835,2030095,Analytics,Bachelor's,m,2,31,3,3,0,83,0
32836,2030096,Finance,Bachelor's,m,2,34,5,2,1,58,0
32837,2030097,Sales & Marketing,Bachelor's,m,1,39,4,9,0,49,0
32838,2030098,Operations,Bachelor's,m,2,35,5,9,1,64,1
32839,2030099,Analytics,Bachelor's,m,2,30,3,6,1,86,0
32840,2030100,Sales & Marketing,Bachelor's,m,2,33,3,5,0,50,0
32841,2030101,Sales & Marketing,Master's & above,m,2,31,3,2,0,50,0
32842,2030102,Procurement,Bachelor's,m,1,26,5,2,0,68,0
32845,2030103,Operations,Bachelor's,f,1,38,3,12,1,57,0
32846,2030104,Technology,Bachelor's,f,2,30,3,7,0,79,0
32847,2030105,Procurement,Bachelor's,f,1,29,4,3,0,72,0
32848,2030106,Sales & Marketing,Master's & above,m,2,58,1,15,0,47,0
32849,2030107,Sales & Marketing,Bachelor's,m,1,37,5,9,1,49,1
32850,2030108,Operations,Master's & above,m,1,37,5,4,0,69,1
32851,2030109,Procurement,Bachelor's,f,1,59,4,15,0,71,0
32852,2030110,HR,Bachelor's,m,1,27,5,2,1,50,0
32853,2030111,Operations,Master's & above,m,1,51,5,8,1,56,1
32855,2030112,Sales & Marketing,Bachelor's,m,1,41,1,14,0,46,0
32856,2030113,Legal,Bachelor's,m,1,32,1,2,0,63,0
32857,2030114,Operations,Bachelor's,f,1,27,4,6,0,64,0
32858,2030115,Operations,Master's & above,f,1,34,4,9,1,56,0
32859,2030116,Technology,Bachelor's,f,1,28,5,3,1,81,1
32861,2030117,HR,Bachelor's,f,1,31,4,3,0,52,0
32862,2030118,Technology,Bachelor's,f,1,29,3,2,1,85,0
32863,2030119,Analytics,Bachelor's,m,1,42,3,4,0,80,0
32864,2030120,Analytics,Bachelor's,m,1,33,1,10,1,88,0
32865,2030121,Technology,Bachelor's,m,1,38,3,9,0,83,1
32866,2030122,Operations,Bachelor's,f,1,41,4,5,0,60,0
32868,2030123,Analytics,Bachelor's,f,1,28,3,2,0,84,0
32870,2030124,Procurement,Bachelor's,m,10,36,1,10,0,66,0
32871,2030125,Analytics,Bachelor's,m,2,27,3,5,1,82,0
32872,2030126,Technology,Master's & above,f,1,43,4,13,0,82,0
32873,2030127,Sales & Marketing,Bachelor's,m,1,33,3,5,1,51,0
32874,2030128,Analytics,Bachelor's,m,1,30,1,8,0,89,0
32876,2030129,Sales & Marketing,Bachelor's,f,1,30,5,6,0,45,0
32877,2030130,Technology,Master's & above,m,1,35,4,6,0,80,0
32878,2030131,Operations,Master's & above,m,1,32,3,5,0,64,0
32879,2030132,Procurement,Master's & above,f,1,34,3,9,0,68,0
32880,2030133,Operations,Bachelor's,f,1,38,5,9,0,56,0
32881,2030134,HR,Master's & above,f,1,32,5,4,1,53,0
32882,2030135,Operations,Bachelor's,f,2,31,3,6,0,66,0
32883,2030136,Sales & Marketing,Bachelor's,m,1,32,5,8,0,48,0
32884,2030137,Procurement,Master's & above,m,1,37,1,8,0,68,0
32885,2030138,Technology,Bachelor's,m,3,32,4,5,0,80,0
32886,2030139,Sales & Marketing,Bachelor's,m,1,30,5,7,0,49,0
32887,2030140,Sales & Marketing,Bachelor's,m,1,39,1,13,0,52,0
32888,2030141,Finance,Bachelor's,f,1,27,3,2,0,59,0
32889,2030142,Technology,Master's & above,f,1,32,4,7,1,79,0
32890,2030143,Sales & Marketing,Bachelor's,m,1,40,5,13,1,53,0
32891,2030144,Technology,Bachelor's,m,1,32,3,7,0,82,0
32892,2030145,Sales & Marketing,Bachelor's,m,2,27,5,2,1,53,0
32893,2030146,Finance,Master's & above,m,1,32,5,5,1,58,0
32894,2030147,Operations,Master's & above,m,1,54,4,12,1,61,0
32895,2030148,Sales & Marketing,Bachelor's,m,1,25,3,2,0,53,0
32896,2030149,Operations,Master's & above,m,1,44,3,16,0,59,0
32897,2030150,Analytics,Bachelor's,m,1,34,3,7,0,88,0
32898,2030151,HR,Bachelor's,f,1,31,3,6,0,50,0
32899,2030152,Sales & Marketing,Bachelor's,f,3,26,1,1,1,50,0
32901,2030153,Technology,Master's & above,m,2,37,1,6,0,82,0
32902,2030154,Sales & Marketing,Bachelor's,m,1,40,3,3,0,56,0
32903,2030155,Technology,Bachelor's,m,1,58,3,18,1,90,1
32904,2030156,Procurement,Bachelor's,m,1,29,3,5,0,69,0
32905,2030157,Procurement,Master's & above,m,1,44,3,15,1,70,0
32906,2030158,Operations,Master's & above,m,3,35,5,9,0,60,0
32907,2030159,HR,Bachelor's,f,1,32,5,2,1,49,0
32909,2030160,Operations,Bachelor's,f,1,33,2,6,0,62,0
32910,2030161,Operations,Master's & above,m,1,45,5,17,0,58,0
32911,2030162,Operations,Bachelor's,f,2,44,4,12,0,57,0
32912,2030163,Technology,Bachelor's,m,1,25,1,2,0,82,0
32913,2030164,Operations,Master's & above,m,1,41,5,7,0,60,0
32914,2030165,Finance,Bachelor's,f,1,29,3,5,1,59,0
32915,2030166,Sales & Marketing,Bachelor's,f,1,31,1,5,0,49,0
32916,2030167,Technology,Master's & above,f,1,48,5,2,1,84,0
32917,2030168,Sales & Marketing,Master's & above,m,1,37,2,6,1,49,0
32918,2030169,Sales & Marketing,Master's & above,f,1,35,3,4,0,52,0
32919,2030170,Sales & Marketing,Bachelor's,m,1,30,3,6,0,49,0
32920,2030171,Technology,Bachelor's,m,1,33,2,9,0,81,0
32921,2030172,Sales & Marketing,Bachelor's,m,1,37,3,7,1,47,0
32922,2030173,Legal,Bachelor's,m,1,31,4,6,0,59,0
32923,2030174,Procurement,Bachelor's,f,1,50,5,23,1,74,0
32924,2030175,Technology,Master's & above,m,1,44,5,9,1,83,1
32925,2030176,HR,Master's & above,m,1,36,3,10,0,49,0
32927,2030177,Finance,Below Secondary,m,1,24,1,2,1,56,0
32928,2030178,Procurement,Bachelor's,m,1,29,2,4,0,68,0
32929,2030179,Sales & Marketing,Master's & above,f,1,43,5,4,1,52,1
32930,2030180,Sales & Marketing,Master's & above,m,1,38,5,12,1,50,0
32933,2030181,Operations,Bachelor's,f,1,40,3,13,0,63,0
32934,2030182,Operations,Bachelor's,m,1,33,4,6,1,63,0
32935,2030183,Sales & Marketing,Bachelor's,m,1,28,4,3,1,53,0
32936,2030184,Finance,Bachelor's,f,1,30,3,4,0,62,0
32937,2030185,Sales & Marketing,Bachelor's,m,1,32,4,9,0,46,0
32938,2030186,HR,Bachelor's,m,2,27,3,6,1,48,0
32940,2030187,Operations,Master's & above,f,1,34,4,10,0,56,0
32943,2030188,Operations,Bachelor's,f,1,47,3,15,1,58,0
32944,2030189,Procurement,Master's & above,f,1,56,5,29,1,73,1
32946,2030190,Technology,Bachelor's,f,1,31,2,7,0,77,0
32947,2030191,Procurement,Bachelor's,f,1,28,4,2,0,64,0
32948,2030192,Analytics,Bachelor's,m,1,27,2,1,1,83,0
32949,2030193,Analytics,Bachelor's,m,2,32,3,3,1,86,0
32950,2030194,Procurement,Master's & above,m,3,43,3,5,1,67,0
32951,2030195,Technology,Master's & above,m,1,36,1,10,0,81,0
32952,2030196,Operations,Bachelor's,f,1,35,4,4,0,58,0
32953,2030197,Procurement,Master's & above,m,1,36,3,4,1,72,0
32954,2030198,Technology,Bachelor's,m,1,34,1,7,0,84,0
32955,2030199,Operations,Bachelor's,m,1,33,3,6,0,58,0
32957,2030200,Operations,Bachelor's,m,1,29,4,3,1,56,0
32958,2030201,Analytics,Bachelor's,m,1,42,1,5,0,83,0
32959,2030202,Analytics,Bachelor's,m,1,28,4,3,0,85,0
32960,2030203,Sales & Marketing,Bachelor's,m,2,30,1,6,0,54,0
32961,2030204,Analytics,Bachelor's,f,1,30,5,6,1,84,0
32962,2030205,Technology,Master's & above,m,5,38,4,10,0,79,0
32963,2030206,Sales & Marketing,Master's & above,m,1,41,3,10,0,51,0
32964,2030207,Technology,Bachelor's,f,1,39,5,12,0,81,0
32965,2030208,Operations,Bachelor's,m,1,31,4,7,0,61,0
32966,2030209,Procurement,Bachelor's,f,1,56,5,5,1,69,0
32967,2030210,Sales & Marketing,Master's & above,m,1,46,3,20,0,44,0
32968,2030211,Sales & Marketing,Bachelor's,m,2,46,1,13,0,48,0
32970,2030212,Analytics,Bachelor's,m,1,31,5,4,1,86,0
32971,2030213,Sales & Marketing,Bachelor's,m,5,28,3,2,0,54,0
32972,2030214,Operations,Bachelor's,m,1,26,5,4,0,64,0
32973,2030215,Procurement,Bachelor's,f,1,31,4,4,0,67,0
32974,2030216,Sales & Marketing,Bachelor's,f,1,29,1,6,0,50,0
32975,2030217,Operations,Bachelor's,m,1,39,3,3,0,63,0
32976,2030218,Sales & Marketing,Master's & above,f,1,39,5,5,0,54,0
32978,2030219,Sales & Marketing,Master's & above,m,1,29,3,2,1,45,1
32979,2030220,Operations,Bachelor's,m,1,35,5,7,1,60,0
32980,2030221,Finance,Bachelor's,m,2,24,3,2,1,62,0
32981,2030222,Sales & Marketing,Bachelor's,m,2,35,3,4,0,50,0
32982,2030223,Analytics,Bachelor's,m,1,34,3,10,0,83,0
32983,2030224,Operations,Bachelor's,f,1,31,3,2,1,57,0
32985,2030225,Operations,Master's & above,f,2,32,4,10,1,62,1
32986,2030226,Sales & Marketing,Master's & above,m,1,36,5,10,1,50,0
32987,2030227,Finance,Master's & above,m,1,32,3,4,0,64,0
32988,2030228,Procurement,Bachelor's,m,1,35,3,3,0,68,0
32991,2030229,Operations,Bachelor's,f,1,32,3,10,1,60,0
32992,2030230,Sales & Marketing,Bachelor's,m,1,36,4,3,0,54,0
32993,2030231,Procurement,Bachelor's,m,3,29,1,3,0,73,0
32994,2030232,HR,Bachelor's,f,1,31,4,3,1,55,0
32995,2030233,Operations,Bachelor's,f,1,39,5,4,1,58,1
32996,2030234,Sales & Marketing,Master's & above,m,1,40,2,11,0,50,0
32997,2030235,Operations,Bachelor's,m,1,29,3,5,0,61,0
32998,2030236,Sales & Marketing,Master's & above,m,1,40,5,5,1,51,0
32999,2030237,Sales & Marketing,Master's & above,m,1,48,3,3,0,52,0
33000,2030238,Finance,Master's & above,m,1,40,3,5,0,58,0
33001,2030239,Sales & Marketing,Bachelor's,m,1,26,1,3,0,49,0
33003,2030240,Sales & Marketing,Bachelor's,m,1,38,3,10,0,50,0
33004,2030241,Procurement,Bachelor's,m,2,28,2,6,0,68,0
33005,2030242,Finance,Bachelor's,m,1,32,3,6,0,62,0
33006,2030243,Sales & Marketing,Master's & above,m,1,49,3,7,0,49,0
33007,2030244,Procurement,Bachelor's,m,1,31,3,6,0,69,0
33008,2030245,Operations,Master's & above,f,1,38,5,3,1,61,1
33009,2030246,Procurement,Bachelor's,f,1,42,5,14,0,70,0
33010,2030247,Analytics,Bachelor's,m,1,36,1,4,0,86,0
33011,2030248,Technology,Bachelor's,m,1,30,4,3,1,87,0
33012,2030249,Operations,Bachelor's,m,1,24,5,2,1,56,0
33014,2030250,Analytics,Bachelor's,m,1,26,3,4,0,86,0
33015,2030251,Finance,Bachelor's,m,2,25,5,2,1,58,0
33016,2030252,Analytics,Master's & above,m,2,46,5,23,1,89,1
33017,2030253,Technology,Master's & above,m,1,53,3,23,0,81,0
33019,2030254,Sales & Marketing,Master's & above,m,1,43,1,15,0,49,0
33020,2030255,Sales & Marketing,Master's & above,m,1,46,4,12,0,50,0
33021,2030256,Operations,Bachelor's,f,1,34,1,8,1,58,0
33022,2030257,Operations,Bachelor's,m,1,36,4,4,0,64,0
33023,2030258,Technology,Bachelor's,f,1,31,2,5,0,82,0
33024,2030259,Sales & Marketing,Master's & above,m,1,45,1,4,0,49,0
33025,2030260,Operations,Bachelor's,f,1,32,3,5,0,63,0
33026,2030261,Operations,Bachelor's,f,1,26,5,2,1,58,0
33027,2030262,Procurement,Master's & above,m,2,42,5,8,1,68,1
33028,2030263,Technology,Master's & above,m,1,41,3,15,0,94,1
33029,2030264,HR,Bachelor's,m,1,29,3,4,0,48,0
33030,2030265,Operations,Bachelor's,f,1,34,5,8,0,60,0
33031,2030266,Operations,Bachelor's,m,1,28,3,2,1,61,0
33032,2030267,Sales & Marketing,Bachelor's,m,2,27,2,4,0,46,0
33033,2030268,Sales & Marketing,Bachelor's,m,2,27,1,2,0,49,0
33034,2030269,Procurement,Bachelor's,m,3,59,4,19,0,68,0
33035,2030270,Operations,Bachelor's,m,1,29,5,2,0,59,0
33036,2030271,Sales & Marketing,Master's & above,m,1,38,5,2,0,48,0
33037,2030272,Operations,Bachelor's,m,1,30,5,5,0,57,0
33038,2030273,Procurement,Bachelor's,m,1,33,4,5,1,70,1
33039,2030274,Technology,Bachelor's,f,2,27,3,4,0,78,0
33040,2030275,Operations,Master's & above,f,1,36,4,4,0,57,0
33041,2030276,Procurement,Bachelor's,m,2,33,3,7,0,70,0
33045,2030277,Operations,Bachelor's,m,1,47,3,16,0,60,0
33047,2030278,Analytics,Master's & above,m,1,35,3,8,1,84,1
33048,2030279,Legal,Master's & above,m,1,38,1,9,0,59,0
33049,2030280,Operations,Master's & above,m,2,40,3,7,0,63,0
33051,2030281,Sales & Marketing,Bachelor's,m,2,28,1,3,0,47,0
33052,2030282,Sales & Marketing,Master's & above,m,1,44,4,7,0,48,0
33053,2030283,Procurement,Master's & above,m,1,31,3,6,0,69,0
33054,2030284,Operations,Bachelor's,m,1,33,3,4,0,63,0
33055,2030285,Sales & Marketing,Bachelor's,m,1,30,1,8,0,55,0
33056,2030286,Operations,Bachelor's,f,1,38,3,3,1,61,0
33057,2030287,Analytics,Bachelor's,m,1,32,2,5,1,86,0
33058,2030288,Procurement,Bachelor's,f,1,38,4,7,1,70,0
33060,2030289,Operations,Master's & above,f,1,35,4,4,0,62,0
33061,2030290,Procurement,Bachelor's,m,1,28,5,5,1,65,0
33062,2030291,Operations,Bachelor's,m,1,36,5,7,1,58,1
33063,2030292,Operations,Master's & above,m,2,34,3,3,0,57,0
33064,2030293,Procurement,Bachelor's,f,1,55,4,14,0,68,0
33065,2030294,Procurement,Bachelor's,f,1,30,1,8,0,70,0
33066,2030295,Technology,Bachelor's,f,2,29,3,6,0,76,0
33067,2030296,Sales & Marketing,Bachelor's,m,1,31,3,3,0,63,1
33068,2030297,Operations,Bachelor's,m,1,32,4,5,0,61,0
33069,2030298,Operations,Bachelor's,m,1,31,5,2,0,56,0
33070,2030299,Operations,Bachelor's,f,1,33,3,5,0,62,0
33072,2030300,Sales & Marketing,Bachelor's,f,1,29,3,2,0,55,0
33073,2030301,Legal,Bachelor's,m,1,29,3,2,1,64,0
33074,2030302,Technology,Master's & above,m,1,53,4,19,0,80,0
33075,2030303,Analytics,Bachelor's,m,1,29,5,5,0,83,0
33076,2030304,Technology,Master's & above,m,1,43,4,7,1,81,0
33077,2030305,Operations,Master's & above,f,1,32,3,2,0,60,0
33078,2030306,Procurement,Master's & above,m,1,39,5,4,1,63,0
33079,2030307,Sales & Marketing,Bachelor's,m,2,26,1,2,0,52,0
33080,2030308,Procurement,Master's & above,m,2,32,3,7,0,71,0
33081,2030309,R&D,Bachelor's,m,1,31,3,5,0,88,0
33082,2030310,Finance,Bachelor's,f,1,27,5,2,1,54,0
33083,2030311,Finance,Bachelor's,m,2,35,3,3,0,60,0
33084,2030312,Sales & Marketing,Bachelor's,m,1,30,4,2,0,49,0
33086,2030313,Sales & Marketing,Bachelor's,m,1,41,3,6,0,57,0
33087,2030314,Analytics,Master's & above,m,1,33,4,7,0,84,0
33088,2030315,Finance,Bachelor's,m,1,38,5,7,1,65,0
33089,2030316,Sales & Marketing,Master's & above,m,1,29,3,5,0,56,0
33090,2030317,Sales & Marketing,Bachelor's,m,1,37,5,10,1,51,0
33091,2030318,HR,Master's & above,f,1,42,1,14,0,52,0
33092,2030319,Sales & Marketing,Bachelor's,m,1,32,2,3,0,44,0
33093,2030320,Sales & Marketing,Master's & above,f,1,33,3,2,1,48,1
33095,2030321,Finance,Bachelor's,m,1,28,3,7,0,56,0
33096,2030322,Analytics,Master's & above,m,1,39,4,2,0,81,0
33097,2030323,Operations,Bachelor's,f,1,31,5,4,1,59,0
33099,2030324,R&D,Master's & above,m,1,34,5,6,1,80,0
33100,2030325,Sales & Marketing,Bachelor's,m,1,32,1,4,0,52,0
33102,2030326,Operations,Bachelor's,m,1,41,1,12,0,57,0
33104,2030327,Finance,Bachelor's,m,2,26,5,3,1,55,0
33105,2030328,Operations,Bachelor's,m,1,37,4,7,1,60,0
33106,2030329,Sales & Marketing,Master's & above,m,2,43,3,5,0,51,0
33107,2030330,R&D,Bachelor's,m,4,31,5,2,1,82,0
33108,2030331,Technology,Master's & above,f,4,35,3,10,1,83,1
33109,2030332,Finance,Below Secondary,f,1,23,5,2,1,57,0
33110,2030333,Operations,Bachelor's,f,1,28,4,5,0,62,0
33111,2030334,Sales & Marketing,Master's & above,m,1,27,3,5,1,46,0
33112,2030335,Sales & Marketing,Bachelor's,m,1,27,4,5,1,47,0
33113,2030336,Technology,Master's & above,m,1,49,5,7,1,77,0
33115,2030337,Procurement,Bachelor's,m,1,32,4,7,1,72,0
33116,2030338,HR,Bachelor's,m,1,34,5,3,1,49,0
33117,2030339,Sales & Marketing,Bachelor's,m,3,30,3,5,0,50,0
33118,2030340,Operations,Master's & above,m,1,49,5,19,1,62,0
33120,2030341,Technology,Bachelor's,m,1,30,2,4,0,77,0
33121,2030342,Sales & Marketing,Bachelor's,m,3,35,1,9,0,48,0
33122,2030343,Operations,Master's & above,f,1,53,4,7,0,64,0
33123,2030344,Sales & Marketing,Bachelor's,m,5,26,3,4,0,52,0
33124,2030345,Operations,Bachelor's,m,1,32,5,9,1,63,0
33125,2030346,Sales & Marketing,Bachelor's,m,1,41,5,3,1,44,0
33126,2030347,Technology,Bachelor's,f,1,25,3,3,0,83,0
33127,2030348,HR,Bachelor's,m,1,34,3,7,0,63,1
33128,2030349,Technology,Bachelor's,m,3,32,2,2,0,80,0
33129,2030350,Sales & Marketing,Master's & above,m,1,38,3,5,1,53,0
33130,2030351,Analytics,Bachelor's,m,1,28,4,4,0,82,0
33131,2030352,Analytics,Bachelor's,m,1,29,5,5,1,81,0
33132,2030353,Sales & Marketing,Bachelor's,m,1,36,2,4,0,50,0
33133,2030354,Analytics,Bachelor's,m,1,37,1,11,0,87,0
33134,2030355,Operations,Bachelor's,f,1,31,5,6,1,60,0
33135,2030356,Procurement,Bachelor's,m,1,30,3,2,0,67,0
33136,2030357,Sales & Marketing,Bachelor's,m,1,39,5,5,1,51,0
33137,2030358,Sales & Marketing,Bachelor's,m,1,36,5,8,1,47,0
33138,2030359,Procurement,Bachelor's,f,1,34,3,6,1,68,0
33139,2030360,Legal,Bachelor's,m,1,45,4,6,1,59,0
33140,2030361,Operations,Bachelor's,f,1,31,1,5,1,62,0
33141,2030362,Operations,Master's & above,f,1,41,3,5,0,57,0
33142,2030363,Operations,Master's & above,f,1,48,3,16,0,60,0
33143,2030364,Analytics,Bachelor's,m,1,30,5,8,1,88,0
33145,2030365,R&D,Bachelor's,m,1,31,5,4,1,82,0
33146,2030366,Operations,Bachelor's,f,1,35,4,9,0,62,0
33147,2030367,Operations,Master's & above,m,1,47,5,17,0,70,1
33148,2030368,Sales & Marketing,Bachelor's,m,1,28,4,3,1,48,0
33149,2030369,HR,Bachelor's,f,1,28,3,2,1,54,0
33150,2030370,Sales & Marketing,Bachelor's,f,1,35,4,7,1,58,1
33151,2030371,Sales & Marketing,Bachelor's,m,2,28,2,4,0,55,0
33152,2030372,Operations,Bachelor's,m,1,38,4,13,0,59,0
33154,2030373,Finance,Bachelor's,m,1,27,2,2,1,59,0
33155,2030374,Analytics,Bachelor's,m,1,34,5,8,0,81,0
33156,2030375,Operations,Bachelor's,m,1,31,3,3,0,58,0
33158,2030376,Sales & Marketing,Bachelor's,m,1,33,3,6,1,51,0
33159,2030377,Sales & Marketing,Bachelor's,f,2,40,3,5,0,43,0
33160,2030378,Finance,Bachelor's,m,2,29,5,3,0,74,1
33161,2030379,Procurement,Bachelor's,f,1,39,3,3,0,69,0
33164,2030380,Legal,Bachelor's,f,1,32,4,3,0,68,0
33165,2030381,Technology,Master's & above,m,4,37,3,9,0,84,0
33166,2030382,Procurement,Bachelor's,m,1,34,3,7,0,73,0
33168,2030383,Finance,Bachelor's,m,2,34,3,7,0,59,0
33169,2030384,Sales & Marketing,Bachelor's,m,1,60,5,6,1,50,0
33170,2030385,Operations,Below Secondary,m,1,24,5,2,1,57,0
33171,2030386,Analytics,Bachelor's,m,1,28,5,3,0,83,0
33174,2030387,Technology,Bachelor's,m,1,26,1,2,0,83,0
33175,2030388,Sales & Marketing,Bachelor's,m,1,44,4,16,1,47,1
33176,2030389,HR,Bachelor's,m,1,29,2,4,0,49,0
33177,2030390,Procurement,Bachelor's,m,1,49,1,5,0,68,0
33178,2030391,Technology,Bachelor's,m,2,30,4,6,0,81,0
33180,2030392,Technology,Bachelor's,m,1,29,3,6,0,82,0
33181,2030393,Procurement,Bachelor's,m,1,31,5,5,0,63,0
33182,2030394,Analytics,Bachelor's,m,1,30,4,4,0,81,0
33183,2030395,Analytics,Bachelor's,m,1,50,4,18,0,86,0
33184,2030396,Procurement,Master's & above,f,1,50,4,6,0,68,0
